region_schema,region_parent,region_child,agerange,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15
admin_0,,au,,507000,512055,542118,566408,670349,691667,750000,754435,843124,844251,854983,920334,996145,1077511,1138866,1166568,1178302,1234681,1295672,1359665,1420577,1474537,1496588,1586252,1653286,1718107,1785698,1854597,1913966,1934077,1937485,1959437,2029544,2112285,2179544,2234844,13654074,2260615,2316969,2341500,2473529,2554531,2627725,2654338,2663221,2736071,2812486,2894770,2980644,3056797,3089184,3100137,3183324,3278836,3371728,3472874,3562495,4428664,3613053,3690622,3795280,3906668,4031559,4153149,4212899,4243600,4362739,4501444,4642703,4786362,4927607,5016352,5076413,5203977,5344862,5487670,5641008,5773924,5834746,5867299,5931245,6083320,6219330,6360666,6491476,6556029,6590741,6719384,6860276,6999198,7137632,7257605,7326320,7374666,7500700,7645585,7906975,7970153,8121649,8201367,8255473,8402191,8567666,8706799,8871572,9014072,9097969,9149817,9298579,9469145,9631807
admin_1,au,au-act,,9096,9429,9746,10281,10819,11361,11361,12430,12778,13110,13774,14445,15134,15823,16497,16979,17458,18059,18644,19236,19813,20365,20852,21332,22056,22619,23122,23624,24209,24831,25334,15979,26584,27219,27853,28547,28943,29327,30011,30733,31544,32337,33240,33627,33873,34757,35501,36283,37039,37984,38409,38696,39537,40308,41151,41913,42798,43287,43630,44514,45324,46084,46912,47930,48521,48815,49508,50410,51354,52596,53813,54825,55787,57030,58313,59586,60854,62076,63259,64401,65566,66789,67978,69198,70385,71505,72565,73745,74985,76198,77441,78656,79804,80889,82091,83525,85086,86761,88346,89802,91190,92671,94157,95588,97095,98572,99998,101329,102736,104214,105644
admin_1,au,au-nsw,,97141,97141,97141,96273,100000,100000,124356,125195,126494,126526,127339,134323,140551,146724,151125,151535,151535,155894,160637,164855,169284,173302,173852,173852,177733,181435,185620,188812,191745,192336,192336,195007,198492,202220,206320,210376,211022,211022,215006,219594,224076,229491,234725,235852,235852,242149,248641,256193,266514,274751,280135,280135,291550,303270,314613,326563,339048,345393,345393,357917,371117,384056,397664,411834,418996,418996,432947,447260,461855,477265,492242,499725,499725,514412,530486,545970,561593,577881,585595,585595,598248,615471,631896,648926,666689,675738,676080,694125,711807,729783,748701,766789,779670,790322,809848,830684,851400,872689,893021,908301,921659,942221,962785,982553,1004162,1026283,1041593,1053060,1073809,1094431,1112596
admin_1,au,au-nt,,6578,6578,7027,7364,7789,8277,8277,8277,8600,8600,8717,9028,9600,10070,10563,10563,10578,10987,11527,11959,12344,12753,12753,12764,13107,13459,13984,14617,15042,15042,15042,15050,15426,15777,16260,16820,16820,16820,16820,17395,18049,18869,19405,19405,19441,20040,20456,21082,21965,22670,22910,22953,23818,24830,25961,26920,27567,27567,27853,28352,29445,30580,31529,31529,31529,32946,33777,34857,35960,37622,38493,38493,38768,39939,41209,42531,43788,44386,44386,44386,45113,46725,48350,49839,50617,50879,50879,52240,53744,54881,56605,57218,57218,57562,58766,59576,61222,62281,63198,63198,64243,65378,66875,68465,69808,70186,70504,70504,72223,73486,74850
admin_1,au,au-qld,,58439,58930,59126,65129,71942,79534,87220,88248,88282,88282,89350,94762,100298,105283,108721,109214,109314,112419,115025,117763,120458,122865,122865,122865,126011,128555,131128,133853,136196,136381,136381,137087,139489,141866,144228,146497,146737,146737,147216,149885,152111,154403,156847,157164,157164,159759,162239,164695,167119,169966,170330,170330,173093,175468,178372,182245,186953,187516,187517,193002,198598,204872,212129,219552,220152,220152,228213,236701,245855,255946,266777,276199,283768,294537,305615,317982,329330,341690,348287,352100,364319,377309,391602,406087,420773,429170,434281,448225,463700,477685,491587,505594,515991,521731,535507,552565,670729,588224,603208,611037,615144,627814,642811,658515,672927,686452,694397,698170,710110,725615,740272
admin_1,au,au-sa,,22272,22497,22687,24145,25535,27023,28337,28614,28759,28933,29355,30735,32635,34707,36473,36916,37656,39206,40728,42601,44150,45485,46154,46591,48115,49349,50674,52129,53146,53620,53871,54273,55478,56642,57964,59442,60139,60515,62094,63790,65453,67198,68846,69780,70310,72110,73389,75237,76788,78505,79522,80017,81460,85255,87166,89108,90995,920785,92887,94361,97327,99446,102295,104771,105748,106559,109179,112530,115881,119292,122564,124496,126358,130890,135642,139732,145158,149382,152151,154426,156843,161301,165493,170440,174996,178502,181450,189565,194581,199599,205274,210358,214175,217379,222353,227805,232885,238974,244121,247870,251411,256522,261593,261593,271659,276492,280242,283708,288820,294417,300065
admin_1,au,au-tas,,11728,11728,12518,13750,15077,15077,15077,15077,17500,17500,17511,17511,19750,21475,22887,23572,23727,24614,25832,27088,28047,28630,28721,28933,29417,30573,31396,31694,33305,33633,33633,34295,35316,36173,37126,38100,38405,38543,39736,40885,41664,42374,43155,43620,43727,44804,45948,46838,47921,49154,49626,49739,51098,53669,53816,54859,56309,57607,58472,59667,60801,62525,63293,64601,65557,65557,68427,70273,71622,71622,74104,75196,76363,78446,80538,82158,83302,84964,85961,86473,86709,88849,90293,91525,93678,95306,96781,98552,100519,102788,104341,105789,107400,108743,110278,111945,113734,114984,116858,118018,119344,121331,123629,125069,126554,127869,129145,130736,132423,134285,135589
admin_1,au,au-vic,,80698,84210,86282,92765,99065,107522,115077,115987,116234,116677,117700,123759,129537,137320,142130,143417,144320,147798,152363,155928,158498,162108,162533,164045,168250,172308,176827,182426,185535,187743,188259,191644,198228,202506,206798,210242,211522,212357,220133,230404,239468,249405,257475,261152,263065,273220,281501,290864,299397,308219,311317,313539,324743,334762,344259,354942,363919,367873,370495,369504,385320,398009,421634,445158,460474,476242,494037,513375,536319,557794,584317,613914,650878,676024,697903,725049,749470,772135,785623,797472,806238,831856,850363,868512,886507,897283,906845,926876,950190,968716,986341,1008036,1020914,1033384,1060242,1079775,1101572,1121235,1142475,1154819,1166277,1189708,1216248,1222819,1238347,1253966,1266286,1277146,1299562,1313107,1328544
admin_1,au,au-wa,,44048,44542,45091,47701,50731,53482,56337,56649,56872,57018,57464,59765,62297,64767,66559,66865,67146,68895,70584,72263,74046,75837,76082,76244,78215,80662,83172,85369,87645,87961,88361,89671,91957,93964,96508,98895,99870,100388,102554,105415,107834,110273,112605,113624,114506,116975,119871,122069,124985,127835,129294,130649,133424,136404,139289,142639,145754,147473,148503,151723,154879,158332,161862,165652,167450,168951,172356,175884,179435,183397,187662,189861,191384,192868,196217,199593,204428,209272,212123,214867,219086,223374,227823,232372,236770,239714,243127,247770,254138,260145,265350,270213,273359,277936,283859,291516,299121,305701,311488,316127,320991,326241,333632,340438,346820,352772,357613,362423,362423,375628,383067
