region_schema,region_parent,region_child,agerange,2020-01-23,2020-01-24,2020-01-26,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-04,2020-02-05,2020-02-07,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-03-01,2020-03-02,2020-03-04,2020-03-06,2020-03-08,2020-03-09,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-17,2020-04-19,2020-04-21,2020-04-22,2020-04-23,2020-04-25,2020-05-01,2020-05-07,2020-05-10,2020-05-13,2020-05-14,2020-05-15,2020-05-17,2020-05-21,2020-05-22,2020-05-27,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-04,2020-06-06,2020-06-13,2020-06-17,2020-06-18,2020-06-19,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-24,2020-09-25,2020-10-03,2020-10-08
admin_0,,hk,,3,4,5,8,9,10,11,14,15,16,22,24,26,28,29,30,35,41,43,44,47,51,52,56,59,61,65,67,76,78,81,93,99,103,108,112,123,135,161,191,236,245,285,323,356,379,418,464,517,558,591,609,651,679,708,717,734,746,762,771,787,796,800,804,807,810,813,814,815,817,818,823,824,825,829,831,832,834,836,837,841,842,843,852,855,858,861,862,868,869,870,872,874,876,877,892,901,902,911,914,915,916,918,930,933,934,939,944,957,983,1016,1050,1083,1100,1136,1189,1242,1256,1335,1386,1459,1545,1621,1667,1741,1811,1906,2007,2106,2209,2271,2354,2455,2546,2634,2715,2802,2883,2934,2988,3024,3058,3110,3143,3161,3210,3262,3296,3318,3373,3391,3414,3431,3442,3467,3488,3506,3513,3518,3538,3556,3564,3580,3589,3593,3597,3611,3616,3628,3647,3664,3679,3680,3681,3685,3689,3706,3722,3730,3732,3738,3740,3745,3757,3758,3759,3760,3762,3763,3764
