region_schema,region_parent,region_child,agerange,2020-05-03,2020-06-10,2020-06-30,2020-07-02,2020-07-06,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-24,2020-08-31,2020-09-07,2020-09-14,2020-09-21,2020-09-28,2020-10-05,2020-10-12,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02
pt_municipality,pt,santo tirso,,,,403,,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,404,405,416,436,460,484,500,513,551,522,451,451,451,451,451,451,408,408,408,408,408
pt_municipality,pt,sardoal,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8
pt_municipality,pt,seia,,,,13,,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,21,23,25,26,27,29,29,29,145,139,139,139,139,139,139,135,135,135,135,135
pt_municipality,pt,seixal,,,,590,,643,732,732,732,732,797,797,797,797,797,797,797,835,835,835,835,835,835,835,858,858,858,879,879,879,879,879,879,879,887,912,945,986,1041,1128,1204,1316,1456,683,758,758,758,758,758,758,763,763,763,763,763
pt_municipality,pt,sernancelhe,,,,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,36,73,86,87,88,95,5,32,32,32,32,32,32,34,34,34,34,34
pt_municipality,pt,serpa,,,,14,,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18,18,18,19,19,19,19,19,19,19,19,19,19,20,20,20,32,32,33,51,92,92,92,92,92,92,108,108,108,108,108
pt_municipality,pt,sertã,,,,4,,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,10,10,10,10,10,10,10,10,10,10,10,11,12,13,13,13,39,24,24,24,24,24,24,35,35,35,35,35
pt_municipality,pt,sesimbra,,,,64,,65,81,81,81,81,87,87,87,87,87,87,87,91,91,91,91,91,91,91,95,95,95,103,103,103,103,103,103,103,105,113,120,128,147,170,186,200,210,153,208,208,208,208,208,208,216,216,216,216,216
pt_municipality,pt,setúbal,,,,188,,204,229,229,229,229,242,242,242,242,242,242,242,258,258,258,258,258,258,258,283,283,283,299,299,299,299,299,299,299,323,359,402,435,488,522,544,584,628,451,448,448,448,448,448,448,456,456,456,456,456
pt_municipality,pt,sever do vouga,,,,58,,58,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,62,62,62,63,64,65,65,65,65,26,45,45,45,45,45,45,51,51,51,51,51
pt_municipality,pt,silves,,,,26,,26,28,28,28,28,29,29,29,29,29,29,29,34,34,34,34,34,34,34,42,42,42,42,42,42,42,42,42,42,46,47,56,61,66,71,78,83,89,87,67,67,67,67,67,67,70,70,70,70,70
pt_municipality,pt,sines,,,,8,,8,8,8,8,8,12,12,12,12,12,12,12,15,15,15,15,15,15,15,16,16,16,19,19,19,19,19,19,19,19,19,21,26,34,40,43,44,44,26,18,18,18,18,18,18,10,10,10,10,10
pt_municipality,pt,sintra,,,,2668,,2850,3219,3219,3219,3219,3476,3476,3476,3476,3476,3476,3476,3695,3695,3695,3695,3695,3695,3695,3830,3830,3830,3906,3906,3906,3906,3906,3906,3906,4038,4140,4279,4486,4750,5102,5441,5804,6110,1785,1570,1570,1570,1570,1570,1570,1523,1523,1523,1523,1523
pt_municipality,pt,sobral de monte agraço,,,,18,,20,29,29,29,29,32,32,32,32,32,32,32,37,37,37,37,37,37,37,44,44,44,47,47,47,47,47,47,47,49,51,51,53,56,58,59,61,65,34,30,30,30,30,30,30,23,23,23,23,23
pt_municipality,pt,soure,,,,26,,26,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,29,30,32,35,37,38,39,101,76,76,76,76,76,76,57,57,57,57,57
pt_municipality,pt,sousel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,2,2,2,2,2,2,16,16,16,16,16
pt_municipality,pt,sátão,,,,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,15,15,16,16,17,17,43,42,42,42,42,42,42,41,41,41,41,41
pt_municipality,pt,são brás de alportel,,,,4,,5,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,7,11,11,12,16,16,15,15,12,19,19,19,19,19,19,35,35,35,35,35
pt_municipality,pt,são joão da madeira,,,,80,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,82,82,88,90,100,113,121,128,134,189,189,189,189,189,189,189,158,158,158,158,158
pt_municipality,pt,são joão da pesqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,5,21,29,29,29,29,29,29,26,26,26,26,26
pt_municipality,pt,são pedro do sul,,,,10,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,15,17,22,25,25,42,62,62,62,62,62,62,88,88,88,88,88
pt_municipality,pt,são roque do pico,,,,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,0,0,0
pt_municipality,pt,são vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,1,4,4,4,4,4,4,5,5,5,5,5
pt_municipality,pt,tabuaço,,,,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,54,87,87,87,87,87,87,113,113,113,113,113
pt_municipality,pt,tarouca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,29,29,29,29,29,29,29,30,30,30,30,30
pt_municipality,pt,terras de bouro,,,,12,,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,21,23,31,39,40,40,40,40,48,48,48,48,48,48,55,55,55,55,55
pt_municipality,pt,tomar,,,,16,,16,16,16,16,16,16,16,16,16,16,16,16,32,32,32,32,32,32,32,56,56,56,67,67,67,67,67,67,67,68,68,69,73,80,94,95,99,109,87,75,75,75,75,75,75,65,65,65,65,65
pt_municipality,pt,tondela,,,,14,,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,18,19,29,32,32,32,73,81,81,81,81,81,81,63,63,63,63,63
pt_municipality,pt,torre de moncorvo,,,,23,,23,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,26,27,28,29,31,35,36,55,49,49,49,49,49,49,16,16,16,16,16
pt_municipality,pt,torres novas,,,,23,,27,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,32,36,36,41,46,56,56,69,105,109,109,109,109,109,109,123,123,123,123,123
pt_municipality,pt,torres vedras,,,,87,,94,138,138,138,138,160,160,160,160,160,160,160,169,169,169,169,169,169,169,176,176,176,232,232,232,232,232,232,232,259,292,295,300,307,324,349,362,384,388,328,328,328,328,328,328,275,275,275,275,275
pt_municipality,pt,trancoso,,,,20,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,27,26,25,25,25,25,25,25,17,17,17,17,17
pt_municipality,pt,trofa,,,,149,,149,148,148,148,148,148,148,148,148,148,148,148,149,149,149,149,149,149,149,149,149,149,154,154,154,154,154,154,154,170,181,191,195,200,205,219,222,231,621,480,480,480,480,480,480,405,405,405,405,405
pt_municipality,pt,tábua,,,,35,,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,38,40,41,42,42,13,24,24,24,24,24,24,51,51,51,51,51
pt_municipality,pt,vagos,,,,36,,36,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,39,42,42,44,79,96,96,96,96,96,96,94,94,94,94,94
pt_municipality,pt,vale de cambra,,,,155,,155,147,147,147,147,147,147,147,147,147,147,147,149,149,149,149,149,149,149,149,149,149,150,150,150,150,150,150,150,151,151,151,152,155,156,159,163,171,121,83,83,83,83,83,83,67,67,67,67,67
pt_municipality,pt,valença,,,,15,,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,16,33,47,53,67,83,83,51,51,51,51,51,51,38,38,38,38,38
pt_municipality,pt,valongo,,,,763,,764,774,774,774,774,782,782,782,782,782,782,782,788,788,788,788,788,788,788,790,790,790,793,793,793,793,793,793,793,797,800,807,807,813,821,859,908,986,789,623,623,623,623,623,623,502,502,502,502,502
pt_municipality,pt,valpaços,,,,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,8,12,12,19,27,163,152,152,152,152,152,152,171,171,171,171,171
pt_municipality,pt,velas,,,,5,,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,1,1,1,1,1,3,3,3,3,3
pt_municipality,pt,vendas novas,,,,9,,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,12,14,14,15,10,41,41,41,41,41,41,72,72,72,72,72
pt_municipality,pt,viana do alentejo,,,,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,10,11,11,11,11,11,11,28,28,28,28,28
pt_municipality,pt,viana do castelo,,,,193,,196,198,198,198,198,203,203,203,203,203,203,203,206,206,206,206,206,206,206,208,208,208,209,209,209,209,209,209,209,214,221,241,258,274,287,293,309,339,442,367,367,367,367,367,367,352,352,352,352,352
pt_municipality,pt,vidigueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,6,6,6,6,6,46,46,46,46,46
pt_municipality,pt,vieira do minho,,,,44,,44,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,38,38,39,39,41,43,150,125,125,125,125,125,125,93,93,93,93,93
pt_municipality,pt,vila de rei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,6,6,6,6,8,8,8,8,8
pt_municipality,pt,vila do bispo,,,,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,8,13,16,9,3,3,3,3,3,3,2,2,2,2,2
pt_municipality,pt,vila do conde,,,,297,,302,334,334,334,334,370,370,370,370,370,370,370,401,401,401,401,401,401,401,435,435,435,496,496,496,496,496,496,496,576,645,698,724,766,842,895,930,982,860,776,776,776,776,776,776,698,698,698,698,698
pt_municipality,pt,vila do porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,1,1
pt_municipality,pt,vila flor,,,,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,8,8,10,6,16,16,16,16,16,16,34,34,34,34,34
pt_municipality,pt,vila franca de xira,,,,768,,808,930,930,930,930,973,973,973,973,973,973,973,1026,1026,1026,1026,1026,1026,1026,1055,1055,1055,1098,1098,1098,1098,1098,1098,1098,1160,1224,1323,1389,1454,1542,1630,1713,1836,556,510,510,510,510,510,510,488,488,488,488,488
pt_municipality,pt,vila franca do campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,50,50,50,50,50,50,60,60,60,60,60
pt_municipality,pt,vila nova da barquinha,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,9,10,10,13,15,16,14,17,17,17,17,17,17,17,17,17,17,17
pt_municipality,pt,vila nova de cerveira,,,,9,,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,17,18,19,25,28,15,14,14,14,14,14,14,23,23,23,23,23
pt_municipality,pt,vila nova de famalicão,,,,407,,407,408,408,408,408,408,408,408,408,408,408,408,414,414,414,414,414,414,414,436,436,436,449,449,449,449,449,449,449,493,506,550,629,699,755,798,858,915,1875,1533,1533,1533,1533,1533,1533,1181,1181,1181,1181,1181
pt_municipality,pt,vila nova de foz côa,,,,72,,72,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,49,50,50,19,8,8,8,8,8,8,6,6,6,6,6
pt_municipality,pt,vila nova de gaia,,,,1650,,1678,1756,1756,1756,1756,1786,1786,1786,1786,1786,1786,1786,1805,1805,1805,1805,1805,1805,1805,1830,1830,1830,1839,1839,1839,1839,1839,1839,1839,1857,1884,1920,1969,2062,2154,2275,2421,2589,2326,1842,1842,1842,1842,1842,1842,1574,1574,1574,1574,1574
pt_municipality,pt,vila nova de paiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,17,6,6,6,6,6,6,0,0,0,0,0
pt_municipality,pt,vila nova de poiares,,,,11,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,16,17,17,19,19,13,13,13,13,13,13,14,14,14,14,14
pt_municipality,pt,vila pouca de aguiar,,,,7,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,14,17,27,28,28,31,176,164,164,164,164,164,164,129,129,129,129,129
pt_municipality,pt,vila real,,,,161,,162,162,162,162,162,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,162,164,165,166,173,172,184,191,235,262,299,299,299,299,299,299,363,363,363,363,363
pt_municipality,pt,vila real de santo antónio,,,,16,,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,17,17,17,17,17,,17,17,17,17,17,17,17,17,17,17,18,20,24,50,79,101,108,19,28,28,28,28,28,28,42,42,42,42,42
pt_municipality,pt,vila velha de ródão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,9,9,9,5,8,8,8,8,8,8,7,7,7,7,7
pt_municipality,pt,vila verde,,,,237,,237,245,245,245,245,245,245,245,245,245,245,245,246,246,246,246,246,246,246,249,249,249,249,249,249,249,249,249,249,250,257,308,336,354,376,390,417,436,345,350,350,350,350,350,350,343,343,343,343,343
pt_municipality,pt,vila viçosa,,,,,3,,3,3,3,3,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,3,4,5,4,4,15,15,15,15,15,15,15,9,9,9,9,9
pt_municipality,pt,vimioso,,,,11,,12,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,19,25,30,44,80,84,90,92,56,117,117,117,117,117,117,129,129,129,129,129
pt_municipality,pt,vinhais,,,,31,,31,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,37,37,37,37,37,37,37,37,37,37,37,38,39,43,45,46,47,52,59,30,31,31,31,31,31,31,28,28,28,28,28
pt_municipality,pt,viseu,,,,105,,106,112,112,112,112,114,114,114,114,114,114,114,116,116,116,116,116,116,116,119,119,119,120,120,120,120,120,120,120,124,129,144,157,189,220,247,259,273,426,488,488,488,488,488,488,530,530,530,530,530
pt_municipality,pt,vizela,,,,151,,151,158,158,158,158,158,158,158,158,158,158,158,161,161,161,161,161,161,161,165,165,165,165,165,165,165,165,165,165,165,167,169,179,188,192,202,213,238,158,93,93,93,93,93,93,82,82,82,82,82
pt_municipality,pt,vouzela,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,15,15,17,18,21,22,22,15,26,26,26,26,26,26,34,34,34,34,34
pt_municipality,pt,águeda,,,,91,,93,101,101,101,101,101,101,101,101,101,101,101,104,104,104,104,104,104,104,104,104,104,107,107,107,107,107,107,107,110,118,121,135,138,141,145,149,154,282,238,238,238,238,238,238,255,255,255,255,255
pt_municipality,pt,évora,,,,53,,59,66,66,66,66,73,73,73,73,73,73,73,74,74,74,74,74,74,74,77,77,77,78,78,78,78,78,78,78,81,82,82,82,132,152,159,170,177,256,318,318,318,318,318,318,394,394,394,394,394
pt_municipality,pt,ílhavo,,,,169,,169,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,195,197,198,204,210,219,223,229,240,215,213,213,213,213,213,213,230,230,230,230,230
pt_municipality,pt,óbidos,,,,5,,7,12,12,12,12,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,23,31,31,31,31,31,31,39,39,39,39,39
