region_schema,region_parent,region_child,agerange,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02
pt_municipality,pt,montemor-o-velho,,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,0,0,0,26,0,0,0,0
pt_municipality,pt,montijo,,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,64,0,0,0,0,0,-97,0,0,0,0
pt_municipality,pt,monção,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22,0,0,0,0,0,12,0,0,0,0
pt_municipality,pt,mora,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,31,6,0,0,0,0,0,65,0,0,0,0
pt_municipality,pt,mortágua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,-17,0,0,0,0
pt_municipality,pt,moura,,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0
pt_municipality,pt,mourão,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0
pt_municipality,pt,murtosa,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,-3,0,0,0,0
pt_municipality,pt,murça,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-8,0,0,0,0
pt_municipality,pt,mértola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,0,0,4,0,0,0,0
pt_municipality,pt,mêda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,nazaré,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,0,0,0
pt_municipality,pt,nelas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,-37,0,0,0,0
pt_municipality,pt,nisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,0,0,0,0,0,12,0,0,0,0
pt_municipality,pt,nordeste,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-3,0,0,0,0
pt_municipality,pt,odemira,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,-10,0,0,0,0,0,14,0,0,0,0
pt_municipality,pt,odivelas,,0,0,0,76,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,44,-37,0,0,0,0,0,-75,0,0,0,0
pt_municipality,pt,oeiras,,0,0,0,61,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,51,0,0,0,0,0,0,85,0,0,0,0
pt_municipality,pt,oleiros,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,3,0,0,0,0
pt_municipality,pt,olhão,,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,0
pt_municipality,pt,oliveira de azeméis,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,61,0,0,0,0,0,-235,0,0,0,0
pt_municipality,pt,oliveira de frades,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0
pt_municipality,pt,oliveira do bairro,,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-55,0,0,0,0,0,13,0,0,0,0
pt_municipality,pt,oliveira do hospital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,36,0,0,0,0
pt_municipality,pt,ourique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,0,0,0,0,0,-1,0,0,0,0
pt_municipality,pt,ourém,,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0
pt_municipality,pt,ovar,,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-97,0,0,0,0,0,-41,0,0,0,0
pt_municipality,pt,palmela,,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,-77,0,0,4,0,0,0,0,0,0,1,63,0,0,0,0,0,-29,0,0,0,0
pt_municipality,pt,pampilhosa da serra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,0,0,0,0,0,5,0,0,0,0
pt_municipality,pt,paredes,,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,-86,0,0,0,0,0,-70,0,0,0,0
pt_municipality,pt,paredes de coura,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,-2,0,0,0,0
pt_municipality,pt,paços de ferreira,,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,22,-111,0,0,0,0,0,-64,0,0,0,0
pt_municipality,pt,pedrógão grande,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0
pt_municipality,pt,penacova,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,penafiel,,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,-140,0,0,0,0,0,-48,0,0,0,0
pt_municipality,pt,penalva do castelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,0,0,0,0,0,-3,0,0,0,0
pt_municipality,pt,penamacor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,18,0,0,0,0
pt_municipality,pt,penedono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,5,0,0,0,0
pt_municipality,pt,penela,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0
pt_municipality,pt,peniche,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,4,0,0,0,0
pt_municipality,pt,peso da régua,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,0,0,0,0,0,34,0,0,0,0
pt_municipality,pt,pinhel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,-39,0,0,0,0
pt_municipality,pt,pombal,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,31,0,0,0,0,0,6,0,0,0,0
pt_municipality,pt,ponta delgada,,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,-21,0,0,0,0,0,-10,0,0,0,0
pt_municipality,pt,ponta do sol,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0
pt_municipality,pt,ponte da barca,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,28,0,0,0,0
pt_municipality,pt,ponte de lima,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-24,0,0,0,0,0,-29,0,0,0,0
pt_municipality,pt,portalegre,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,3,0,0,0,0
pt_municipality,pt,portel,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0
pt_municipality,pt,portimão,,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,-53,0,0,0,0,0,-38,0,0,0,0
pt_municipality,pt,porto,,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,21,-121,0,0,0,0,0,-208,0,0,0,0
pt_municipality,pt,porto de mós,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,63,0,0,0,0,0,22,0,0,0,0
pt_municipality,pt,porto moniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,porto santo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,povoação,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,0,0,0,0,0,1,0,0,0,0
pt_municipality,pt,proença-a-nova,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-2,0,0,0,0
pt_municipality,pt,póvoa de lanhoso,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,-18,0,0,0,0,0,-36,0,0,0,0
pt_municipality,pt,póvoa de varzim,,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,42,-60,0,0,0,0,0,-122,0,0,0,0
pt_municipality,pt,redondo,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
pt_municipality,pt,reguengos de monsaraz,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,-8,0,0,0,0,0,-14,0,0,0,0
pt_municipality,pt,resende,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,-8,0,0,0,0
pt_municipality,pt,ribeira brava,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0
pt_municipality,pt,ribeira de pena,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0
pt_municipality,pt,ribeira grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,0,0,0,-5,0,0,0,0
pt_municipality,pt,rio maior,,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-53,0,0,0,0,0,23,0,0,0,0
pt_municipality,pt,sabrosa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,sabugal,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,16,0,0,0,0
pt_municipality,pt,salvaterra de magos,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,-5,0,0,0,0
pt_municipality,pt,santa comba dão,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,8,0,0,0,0,0,9,0,0,0,0
pt_municipality,pt,santa cruz,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0
pt_municipality,pt,santa cruz da graciosa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,santa cruz das flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,santa maria da feira,,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,-282,0,0,0,0,0,-165,0,0,0,0
pt_municipality,pt,santa marta de penaguião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,0,0,-27,0,0,0,0
pt_municipality,pt,santana,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-1,0,0,0,0,0,3,0,0,0,0
pt_municipality,pt,santarém,,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,38,0,0,0,0,0,38,0,0,0,0
pt_municipality,pt,santiago do cacém,,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,-4,0,0,0,0
pt_municipality,pt,santo tirso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71,0,0,0,0,0,-43,0,0,0,0
pt_municipality,pt,sardoal,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pt_municipality,pt,seia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6,0,0,0,0,0,-4,0,0,0,0
pt_municipality,pt,seixal,,0,0,0,65,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,8,75,0,0,0,0,0,5,0,0,0,0
pt_municipality,pt,sernancelhe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,2,0,0,0,0
pt_municipality,pt,serpa,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,0,0,16,0,0,0,0
pt_municipality,pt,sertã,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-15,0,0,0,0,0,11,0,0,0,0
pt_municipality,pt,sesimbra,,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,55,0,0,0,0,0,8,0,0,0,0
pt_municipality,pt,setúbal,,0,0,0,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,24,-3,0,0,0,0,0,8,0,0,0,0
pt_municipality,pt,sever do vouga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,6,0,0,0,0
pt_municipality,pt,silves,,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-20,0,0,0,0,0,3,0,0,0,0
pt_municipality,pt,sines,,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-8,0,0,0,0,0,-8,0,0,0,0
pt_municipality,pt,sintra,,0,0,0,257,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,132,-215,0,0,0,0,0,-47,0,0,0,0
pt_municipality,pt,sobral de monte agraço,,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,-4,0,0,0,0,0,-7,0,0,0,0
pt_municipality,pt,soure,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,-19,0,0,0,0
pt_municipality,pt,sousel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,14,0,0,0,0
pt_municipality,pt,sátão,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,-1,0,0,0,0
pt_municipality,pt,são brás de alportel,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0
pt_municipality,pt,são joão da madeira,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-31,0,0,0,0
pt_municipality,pt,são joão da pesqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,-3,0,0,0,0
pt_municipality,pt,são pedro do sul,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,26,0,0,0,0
pt_municipality,pt,são roque do pico,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
pt_municipality,pt,são vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,1,0,0,0,0
pt_municipality,pt,tabuaço,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,26,0,0,0,0
pt_municipality,pt,tarouca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0
pt_municipality,pt,terras de bouro,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0
pt_municipality,pt,tomar,,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,-12,0,0,0,0,0,-10,0,0,0,0
pt_municipality,pt,tondela,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,-18,0,0,0,0
pt_municipality,pt,torre de moncorvo,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,-33,0,0,0,0
pt_municipality,pt,torres novas,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,14,0,0,0,0
pt_municipality,pt,torres vedras,,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,27,-60,0,0,0,0,0,-53,0,0,0,0
pt_municipality,pt,trancoso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-8,0,0,0,0
pt_municipality,pt,trofa,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16,-141,0,0,0,0,0,-75,0,0,0,0
pt_municipality,pt,tábua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,27,0,0,0,0
pt_municipality,pt,vagos,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,-2,0,0,0,0
pt_municipality,pt,vale de cambra,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-38,0,0,0,0,0,-16,0,0,0,0
pt_municipality,pt,valença,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-32,0,0,0,0,0,-13,0,0,0,0
pt_municipality,pt,valongo,,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,-166,0,0,0,0,0,-121,0,0,0,0
pt_municipality,pt,valpaços,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-11,0,0,0,0,0,19,0,0,0,0
pt_municipality,pt,velas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
pt_municipality,pt,vendas novas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,0,0,0,0
pt_municipality,pt,viana do alentejo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0
pt_municipality,pt,viana do castelo,,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-75,0,0,0,0,0,-15,0,0,0,0
pt_municipality,pt,vidigueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,40,0,0,0,0
pt_municipality,pt,vieira do minho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,-32,0,0,0,0
pt_municipality,pt,vila de rei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,2,0,0,0,0
pt_municipality,pt,vila do bispo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,-1,0,0,0,0
pt_municipality,pt,vila do conde,,0,0,0,36,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,80,-84,0,0,0,0,0,-78,0,0,0,0
pt_municipality,pt,vila do porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,0,0,0,1,0,0,0,0
pt_municipality,pt,vila flor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,18,0,0,0,0
pt_municipality,pt,vila franca de xira,,0,0,0,43,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,62,-46,0,0,0,0,0,-22,0,0,0,0
pt_municipality,pt,vila franca do campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,0,0,10,0,0,0,0
pt_municipality,pt,vila nova da barquinha,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vila nova de cerveira,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,9,0,0,0,0
pt_municipality,pt,vila nova de famalicão,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,44,-342,0,0,0,0,0,-352,0,0,0,0
pt_municipality,pt,vila nova de foz côa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,-2,0,0,0,0
pt_municipality,pt,vila nova de gaia,,0,0,0,30,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,18,-484,0,0,0,0,0,-268,0,0,0,0
pt_municipality,pt,vila nova de paiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,0,0,0,0,0,-6,0,0,0,0
pt_municipality,pt,vila nova de poiares,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,1,0,0,0,0
pt_municipality,pt,vila pouca de aguiar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-12,0,0,0,0,0,-35,0,0,0,0
pt_municipality,pt,vila real,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,64,0,0,0,0
pt_municipality,pt,vila real de santo antónio,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,0,0,0
pt_municipality,pt,vila velha de ródão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,-1,0,0,0,0
pt_municipality,pt,vila verde,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,-7,0,0,0,0
pt_municipality,pt,vila viçosa,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-6,0,0,0,0
pt_municipality,pt,vimioso,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,12,0,0,0,0
pt_municipality,pt,vinhais,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3,0,0,0,0
pt_municipality,pt,viseu,,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,62,0,0,0,0,0,42,0,0,0,0
pt_municipality,pt,vizela,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,0,0,-11,0,0,0,0
pt_municipality,pt,vouzela,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0
pt_municipality,pt,águeda,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,-44,0,0,0,0,0,17,0,0,0,0
pt_municipality,pt,évora,,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,62,0,0,0,0,0,76,0,0,0,0
pt_municipality,pt,ílhavo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,0,0,0,0,0,17,0,0,0,0
pt_municipality,pt,óbidos,,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0
