region_schema,region_parent,region_child,agerange,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-12,2020-05-13,2020-05-14
admin_1,au,au-sa,,2,2,2,1,1,1,1,1
