region_parent	region_schema	region_child	datatype	agerange	value	date_updated	source_url	text_match
admin_0		JP	total		1	15/01/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		1	24/01/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		1	25/01/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		1	26/01/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		3	28/01/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		1	29/01/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		6	30/01/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		2	31/01/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		3	01/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		4	04/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		2	05/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		1	07/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		2	10/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		1	11/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		4	13/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		8	14/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		12	15/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		6	16/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		7	17/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		10	18/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		9	19/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		9	20/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		17	21/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		26	22/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		10	23/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		12	24/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		15	25/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		17	26/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		25	27/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		20	28/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		8	29/02/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		14	01/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		17	02/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		20	03/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		36	04/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		36	05/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		57	06/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		38	07/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		37	08/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		26	09/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		69	10/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		57	11/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		45	12/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		41	13/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		54	14/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		30	15/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		19	16/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		46	17/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		44	18/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		46	19/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		45	20/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		43	21/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		43	22/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		38	23/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		80	24/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		92	25/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		99	26/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		126	27/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		206	28/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		159	29/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		149	30/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		236	31/03/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		279	01/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		292	02/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		347	03/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		390	04/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		303	05/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		263	06/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		479	07/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		478	08/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		642	09/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		638	10/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		695	11/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		459	12/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		313	13/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		523	14/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		584	15/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		532	16/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		564	17/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		566	18/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		332	19/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		363	20/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		413	21/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		441	22/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		426	23/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		445	24/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		364	25/04/2020	https://jag-japan.com/covid19map-readme/	''
admin_0		JP	total		208	26/04/2020	https://jag-japan.com/covid19map-readme/	''
