region_parent	region_schema	region_child	datatype	agerange	value	date_updated	source_url	text_match
admin_1	Somalia	Banadir	total		1118	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Banadir	status_deaths		43	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Banadir	status_recovered		211	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Banadir	status_active		864	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Galmudug State	total		14	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Galmudug State	status_deaths		0	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Galmudug State	status_recovered		0	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Galmudug State	status_active		14	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Hir-Shabelle State	total		8	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Hir-Shabelle State	status_deaths		1	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Hir-Shabelle State	status_recovered		0	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Hir-Shabelle State	status_active		7	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Jubaland State	total		98	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Jubaland State	status_deaths		0	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Jubaland State	status_recovered		0	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Jubaland State	status_active		98	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Puntland	total		161	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Puntland	status_deaths		6	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Puntland	status_recovered		7	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Puntland	status_active		148	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Somaliland	total		203	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Somaliland	status_deaths		15	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Somaliland	status_recovered		19	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Somaliland	status_active		169	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	South West State	total		87	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	South West State	status_deaths		1	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	South West State	status_recovered		0	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	South West State	status_active		86	26/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Banadir	total		1099	25/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Banadir	status_deaths		42	25/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Banadir	status_recovered		187	25/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
admin_1	Somalia	Banadir	status_active		870	25/05/2020	https://data.humdata.org/dataset/somalia-coronavirus-covid-19-subnational-cases	''
