region_parent	region_schema	region_child	datatype	agerange	value	date_updated	source_url	text_match
admin_1	CH	CH-GE	total		0	25/02/2020	https://www.ge.ch/document/20094/telecharger	''
admin_1	CH	CH-GE	tests_total		73	25/02/2020	https://www.ge.ch/document/20094/telecharger	''
admin_1	CH	CH-GE	status_hospitalized		0	25/02/2020	Geneva	''
admin_1	CH	CH-GE	status_icu		0	25/02/2020	Geneva	''
admin_1	CH	CH-GE	status_icu_ventilators		0	25/02/2020	Geneva	''
admin_1	CH	CH-GE	status_deaths		0	25/02/2020	Geneva	''
admin_1	CH	CH-TI	total		0	25/02/2020	https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx	''
admin_1	CH	CH-TI	status_hospitalized		0	25/02/2020	Ticino	''
admin_1	CH	CH-TI	status_icu		0	25/02/2020	Ticino	''
admin_1	CH	CH-TI	status_icu_ventilators		0	25/02/2020	Ticino	''
admin_1	CH	CH-TI	status_deaths		0	25/02/2020	Ticino	''
admin_1	CH	CH-GE	total		1	26/02/2020	https://www.ge.ch/document/20094/telecharger	''
admin_1	CH	CH-GE	tests_total		178	26/02/2020	https://www.ge.ch/document/20094/telecharger	''
admin_1	CH	CH-GE	status_hospitalized		1	26/02/2020	Geneva	''
admin_1	CH	CH-GE	status_icu		0	26/02/2020	Geneva	''
admin_1	CH	CH-GE	status_icu_ventilators		0	26/02/2020	Geneva	''
admin_1	CH	CH-GE	status_deaths		0	26/02/2020	Geneva	''
admin_1	CH	CH-TI	total		1	26/02/2020	https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx	''
admin_1	CH	CH-TI	status_hospitalized		0	26/02/2020	Ticino	''
admin_1	CH	CH-TI	status_icu		0	26/02/2020	Ticino	''
admin_1	CH	CH-TI	status_icu_ventilators		0	26/02/2020	Ticino	''
admin_1	CH	CH-TI	status_deaths		0	26/02/2020	Ticino	''
admin_0		LI	tests_total		3	27/02/2020	https://www.regierung.li/media/attachments/83-verdachtsfaelle-negativ-getestet.pdf?t=637202562374055719	''
admin_1	CH	CH-GE	total		1	27/02/2020	https://www.ge.ch/document/20094/telecharger	''
admin_1	CH	CH-GE	tests_total		329	27/02/2020	https://www.ge.ch/document/20094/telecharger	''
admin_1	CH	CH-GE	status_hospitalized		1	27/02/2020	Geneva	''
