region_parent	region_schema	region_child	datatype	agerange	value	date_updated	source_url	text_match
admin_1	KG	KG-Y	total		0	18/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	19/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	20/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	21/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	22/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	23/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	24/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	25/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	26/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	27/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	28/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	29/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		0	30/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		2	31/03/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		2	01/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		2	02/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		2	03/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		2	04/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		2	05/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		3	06/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		3	07/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		3	08/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		3	09/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		4	10/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		4	11/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		6	12/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		6	13/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		6	14/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		6	15/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		6	16/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		8	17/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		8	18/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		8	19/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		8	20/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		8	21/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		8	22/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		8	23/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		8	24/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		8	25/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		8	26/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	27/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	28/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	29/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	30/04/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	01/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	02/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	03/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	04/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	05/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	06/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	07/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	08/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	09/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		10	10/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		12	11/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		12	12/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		12	13/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		12	14/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		13	15/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		13	16/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		13	17/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		13	18/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		13	19/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	20/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	21/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	22/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	23/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	24/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	25/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	26/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	27/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	28/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	29/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	30/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	31/05/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	01/06/2020	https://covid.kg/	''
admin_1	KG	KG-Y	total		14	02/06/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		3	18/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		3	19/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		3	20/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		8	21/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		8	22/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		8	23/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		19	24/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		19	25/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		19	26/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		26	27/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		26	28/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		39	29/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		49	30/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		50	31/03/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		54	01/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		54	02/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		61	03/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		67	04/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		67	05/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		80	06/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		80	07/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		81	08/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		86	09/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		89	10/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		89	11/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		89	12/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		91	13/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		93	14/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		93	15/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		93	16/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		93	17/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		93	18/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		102	19/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		105	20/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		105	21/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		109	22/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		109	23/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		109	24/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		109	25/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		111	26/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		111	27/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		113	28/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		113	29/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		114	30/04/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		114	01/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		118	02/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		118	03/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		123	04/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		123	05/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		129	06/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		132	07/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		135	08/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		139	09/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		144	10/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		144	11/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		147	12/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		147	13/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		151	14/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		153	15/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		153	16/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		153	17/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		154	18/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		154	19/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		154	20/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		154	21/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		155	22/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		156	23/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		157	24/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		159	25/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		159	26/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		162	27/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		162	28/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		162	29/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		162	30/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		162	31/05/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		162	01/06/2020	https://covid.kg/	''
admin_1	KG	KG-J	total		162	02/06/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	18/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	19/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	20/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	21/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	22/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	23/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	24/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	25/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	26/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	27/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	28/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	29/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	30/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	31/03/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	01/04/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	02/04/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	03/04/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	04/04/2020	https://covid.kg/	''
admin_1	KG	KG-T	total		0	05/04/2020	https://covid.kg/	''
