region_parent	region_schema	region_child	datatype	agerange	value	date_updated	source_url	text_match
admin_0		Venezuela	total		2	13/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	new		2	13/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	status_active		2	13/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	total		10	14/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	new		8	14/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	status_active		10	14/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	total		17	15/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	new		7	15/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	status_active		17	15/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	total		33	16/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	new		16	16/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	status_active		33	16/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	total		36	17/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	new		3	17/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	status_active		36	17/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	total		41	18/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	new		5	18/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	status_active		41	18/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	total		43	19/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	new		2	19/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	status_active		43	19/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	total		70	20/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	new		27	20/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	status_active		70	20/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	total		73	21/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	new		3	21/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
admin_0		Venezuela	status_recovered		15	21/03/2020	https://data.humdata.org/dataset/corona-virus-covid-19-cases-and-deaths-in-venezuela	''
