region_schema	region_parent	region_child	date_updated	datatype	agerange	value	source_url	text_match
admin_1	tw	tw-cha	2020_06_02	total		19	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-cyi	2020_06_02	total		4	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-cyq	2020_06_02	total		2	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-hsq	2020_06_02	total		8	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-hsz	2020_06_02	total		11	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-hua	2020_06_02	total		0	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-ila	2020_06_02	total		2	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-kee	2020_06_02	total		7	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-khh	2020_06_02	total		49	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-kin	2020_06_02	total		0	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-lie	2020_06_02	total		0	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-mia	2020_06_02	total		3	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-nan	2020_06_02	total		2	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-nwt	2020_06_02	total		91	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-pen	2020_06_02	total		0	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
admin_1	tw	tw-pif	2020_06_02	total		12	https://nidss.cdc.gov.tw/en/NIDSS_DiseaseMap.aspx?dc=1&dt=5&disease=19CoV	
