region_schema	region_parent	region_child	date_updated	datatype	agerange	value	source_url	text_match
admin_1	et	et-aa	2020_05_01	new		0	DERIVED	
admin_1	et	et-aa	2020_05_01	total		101	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_01	status_deaths		3	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_01	status_recovered		47	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_01	status_active		54	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_01	status_deaths_new		0	DERIVED	
admin_1	et	et-aa	2020_05_01	status_recovered_new		0	DERIVED	
admin_1	et	et-aa	2020_05_01	status_active_new		0	DERIVED	
admin_1	et	et-af	2020_05_01	new		0	DERIVED	
admin_1	et	et-af	2020_05_01	total		1	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-am	2020_05_01	new		1	DERIVED	
admin_1	et	et-am	2020_05_01	total		6	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-am	2020_05_01	status_recovered		2	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-am	2020_05_01	status_active		4	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-am	2020_05_01	status_recovered_new		0	DERIVED	
admin_1	et	et-am	2020_05_01	status_active_new		1	DERIVED	
admin_1	et	et-dd	2020_05_01	new		0	DERIVED	
admin_1	et	et-dd	2020_05_01	total		8	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-dd	2020_05_01	status_recovered		1	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-dd	2020_05_01	status_active		7	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-dd	2020_05_01	status_recovered_new		0	DERIVED	
admin_1	et	et-dd	2020_05_01	status_active_new		0	DERIVED	
admin_1	et	et-or	2020_05_01	new		0	DERIVED	
admin_1	et	et-or	2020_05_01	total		11	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-so	2020_05_01	new		0	DERIVED	
admin_1	et	et-so	2020_05_01	total		4	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_06	total		107	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_06	status_deaths		3	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_06	status_recovered		47	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_06	status_active		60	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-af	2020_05_06	total		9	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-am	2020_05_06	total		7	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-am	2020_05_06	status_recovered		2	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-am	2020_05_06	status_active		5	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-dd	2020_05_06	total		8	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-dd	2020_05_06	status_recovered		1	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-dd	2020_05_06	status_active		7	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-or	2020_05_06	total		13	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-sn	2020_05_06	total		1	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-so	2020_05_06	total		17	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_13	total		172	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_13	status_deaths		3	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_13	status_recovered		47	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-aa	2020_05_13	status_active		125	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-af	2020_05_13	total		20	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-am	2020_05_13	total		9	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-am	2020_05_13	status_recovered		2	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-am	2020_05_13	status_active		7	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-dd	2020_05_13	total		8	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-dd	2020_05_13	status_recovered		1	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-dd	2020_05_13	status_active		7	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-or	2020_05_13	total		17	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-sn	2020_05_13	total		5	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-so	2020_05_13	total		25	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
admin_1	et	et-ti	2020_05_13	total		7	https://data.humdata.org/dataset/ethiopia-coronavirus-covid-19-subnational-cases	
