region_schema	region_parent	region_child	date_updated	datatype	agerange	value	source_url	text_match
admin_1	kg	kg-b	2020_03_24	new		0	DERIVED	
admin_1	kg	kg-b	2020_03_24	total		1	https://covid.kg/	
admin_1	kg	kg-c	2020_03_24	new		0	DERIVED	
admin_1	kg	kg-c	2020_03_24	total		0	https://covid.kg/	
admin_1	kg	kg-gb	2020_03_24	new		0	DERIVED	
admin_1	kg	kg-gb	2020_03_24	total		2	https://covid.kg/	
admin_1	kg	kg-go	2020_03_24	new		8	DERIVED	
admin_1	kg	kg-go	2020_03_24	total		8	https://covid.kg/	
admin_1	kg	kg-j	2020_03_24	new		11	DERIVED	
admin_1	kg	kg-j	2020_03_24	total		19	https://covid.kg/	
admin_1	kg	kg-n	2020_03_24	new		0	DERIVED	
admin_1	kg	kg-n	2020_03_24	total		0	https://covid.kg/	
admin_1	kg	kg-o	2020_03_24	new		7	DERIVED	
admin_1	kg	kg-o	2020_03_24	total		12	https://covid.kg/	
admin_1	kg	kg-t	2020_03_24	new		0	DERIVED	
admin_1	kg	kg-t	2020_03_24	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_03_24	new		0	DERIVED	
admin_1	kg	kg-y	2020_03_24	total		0	https://covid.kg/	
admin_1	kg	kg-b	2020_03_30	new		0	DERIVED	
admin_1	kg	kg-b	2020_03_30	total		1	https://covid.kg/	
admin_1	kg	kg-c	2020_03_30	new		0	DERIVED	
admin_1	kg	kg-c	2020_03_30	total		3	https://covid.kg/	
admin_1	kg	kg-gb	2020_03_30	new		0	DERIVED	
admin_1	kg	kg-gb	2020_03_30	total		7	https://covid.kg/	
admin_1	kg	kg-go	2020_03_30	new		0	DERIVED	
admin_1	kg	kg-go	2020_03_30	total		8	https://covid.kg/	
admin_1	kg	kg-j	2020_03_30	new		10	DERIVED	
admin_1	kg	kg-j	2020_03_30	total		49	https://covid.kg/	
admin_1	kg	kg-n	2020_03_30	new		0	DERIVED	
admin_1	kg	kg-n	2020_03_30	total		1	https://covid.kg/	
admin_1	kg	kg-o	2020_03_30	new		0	DERIVED	
admin_1	kg	kg-o	2020_03_30	total		25	https://covid.kg/	
admin_1	kg	kg-t	2020_03_30	new		0	DERIVED	
admin_1	kg	kg-t	2020_03_30	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_03_30	new		0	DERIVED	
admin_1	kg	kg-y	2020_03_30	total		0	https://covid.kg/	
admin_1	kg	kg-b	2020_04_05	new		0	DERIVED	
admin_1	kg	kg-b	2020_04_05	total		3	https://covid.kg/	
admin_1	kg	kg-c	2020_04_05	new		0	DERIVED	
admin_1	kg	kg-c	2020_04_05	total		6	https://covid.kg/	
admin_1	kg	kg-gb	2020_04_05	new		3	DERIVED	
admin_1	kg	kg-gb	2020_04_05	total		18	https://covid.kg/	
admin_1	kg	kg-go	2020_04_05	new		0	DERIVED	
admin_1	kg	kg-go	2020_04_05	total		12	https://covid.kg/	
admin_1	kg	kg-j	2020_04_05	new		0	DERIVED	
admin_1	kg	kg-j	2020_04_05	total		67	https://covid.kg/	
admin_1	kg	kg-n	2020_04_05	new		0	DERIVED	
admin_1	kg	kg-n	2020_04_05	total		4	https://covid.kg/	
admin_1	kg	kg-o	2020_04_05	new		0	DERIVED	
admin_1	kg	kg-o	2020_04_05	total		35	https://covid.kg/	
admin_1	kg	kg-t	2020_04_05	new		0	DERIVED	
admin_1	kg	kg-t	2020_04_05	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_04_05	new		0	DERIVED	
admin_1	kg	kg-y	2020_04_05	total		2	https://covid.kg/	
admin_1	kg	kg-b	2020_04_11	new		0	DERIVED	
admin_1	kg	kg-b	2020_04_11	total		4	https://covid.kg/	
admin_1	kg	kg-c	2020_04_11	new		1	DERIVED	
admin_1	kg	kg-c	2020_04_11	total		18	https://covid.kg/	
admin_1	kg	kg-gb	2020_04_11	new		14	DERIVED	
admin_1	kg	kg-gb	2020_04_11	total		54	https://covid.kg/	
admin_1	kg	kg-go	2020_04_11	new		5	DERIVED	
admin_1	kg	kg-go	2020_04_11	total		42	https://covid.kg/	
admin_1	kg	kg-j	2020_04_11	new		0	DERIVED	
admin_1	kg	kg-j	2020_04_11	total		89	https://covid.kg/	
admin_1	kg	kg-n	2020_04_11	new		2	DERIVED	
admin_1	kg	kg-n	2020_04_11	total		12	https://covid.kg/	
admin_1	kg	kg-o	2020_04_11	new		19	DERIVED	
admin_1	kg	kg-o	2020_04_11	total		116	https://covid.kg/	
admin_1	kg	kg-t	2020_04_11	new		0	DERIVED	
admin_1	kg	kg-t	2020_04_11	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_04_11	new		0	DERIVED	
admin_1	kg	kg-y	2020_04_11	total		4	https://covid.kg/	
admin_1	kg	kg-b	2020_04_16	new		0	DERIVED	
admin_1	kg	kg-b	2020_04_16	total		5	https://covid.kg/	
admin_1	kg	kg-c	2020_04_16	new		0	DERIVED	
admin_1	kg	kg-c	2020_04_16	total		28	https://covid.kg/	
admin_1	kg	kg-gb	2020_04_16	new		5	DERIVED	
admin_1	kg	kg-gb	2020_04_16	total		87	https://covid.kg/	
admin_1	kg	kg-go	2020_04_16	new		0	DERIVED	
admin_1	kg	kg-go	2020_04_16	total		71	https://covid.kg/	
admin_1	kg	kg-j	2020_04_16	new		0	DERIVED	
admin_1	kg	kg-j	2020_04_16	total		93	https://covid.kg/	
admin_1	kg	kg-n	2020_04_16	new		11	DERIVED	
admin_1	kg	kg-n	2020_04_16	total		45	https://covid.kg/	
admin_1	kg	kg-o	2020_04_16	new		1	DERIVED	
admin_1	kg	kg-o	2020_04_16	total		131	https://covid.kg/	
admin_1	kg	kg-t	2020_04_16	new		0	DERIVED	
admin_1	kg	kg-t	2020_04_16	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_04_16	new		0	DERIVED	
admin_1	kg	kg-y	2020_04_16	total		6	https://covid.kg/	
admin_1	kg	kg-b	2020_04_21	new		0	DERIVED	
admin_1	kg	kg-b	2020_04_21	total		6	https://covid.kg/	
admin_1	kg	kg-c	2020_04_21	new		0	DERIVED	
admin_1	kg	kg-c	2020_04_21	total		32	https://covid.kg/	
admin_1	kg	kg-gb	2020_04_21	new		8	DERIVED	
admin_1	kg	kg-gb	2020_04_21	total		123	https://covid.kg/	
admin_1	kg	kg-go	2020_04_21	new		6	DERIVED	
admin_1	kg	kg-go	2020_04_21	total		93	https://covid.kg/	
admin_1	kg	kg-j	2020_04_21	new		0	DERIVED	
admin_1	kg	kg-j	2020_04_21	total		105	https://covid.kg/	
admin_1	kg	kg-n	2020_04_21	new		5	DERIVED	
admin_1	kg	kg-n	2020_04_21	total		73	https://covid.kg/	
admin_1	kg	kg-o	2020_04_21	new		3	DERIVED	
admin_1	kg	kg-o	2020_04_21	total		150	https://covid.kg/	
admin_1	kg	kg-t	2020_04_21	new		0	DERIVED	
admin_1	kg	kg-t	2020_04_21	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_04_21	new		0	DERIVED	
admin_1	kg	kg-y	2020_04_21	total		8	https://covid.kg/	
admin_1	kg	kg-b	2020_04_26	new		2	DERIVED	
admin_1	kg	kg-b	2020_04_26	total		8	https://covid.kg/	
admin_1	kg	kg-c	2020_04_26	new		1	DERIVED	
admin_1	kg	kg-c	2020_04_26	total		44	https://covid.kg/	
admin_1	kg	kg-gb	2020_04_26	new		7	DERIVED	
admin_1	kg	kg-gb	2020_04_26	total		158	https://covid.kg/	
admin_1	kg	kg-go	2020_04_26	new		1	DERIVED	
admin_1	kg	kg-go	2020_04_26	total		109	https://covid.kg/	
admin_1	kg	kg-j	2020_04_26	new		2	DERIVED	
admin_1	kg	kg-j	2020_04_26	total		111	https://covid.kg/	
admin_1	kg	kg-n	2020_04_26	new		2	DERIVED	
admin_1	kg	kg-n	2020_04_26	total		85	https://covid.kg/	
admin_1	kg	kg-o	2020_04_26	new		2	DERIVED	
admin_1	kg	kg-o	2020_04_26	total		159	https://covid.kg/	
admin_1	kg	kg-t	2020_04_26	new		0	DERIVED	
admin_1	kg	kg-t	2020_04_26	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_04_26	new		0	DERIVED	
admin_1	kg	kg-y	2020_04_26	total		8	https://covid.kg/	
admin_1	kg	kg-b	2020_05_01	new		1	DERIVED	
admin_1	kg	kg-b	2020_05_01	total		10	https://covid.kg/	
admin_1	kg	kg-c	2020_05_01	new		0	DERIVED	
admin_1	kg	kg-c	2020_05_01	total		61	https://covid.kg/	
admin_1	kg	kg-gb	2020_05_01	new		5	DERIVED	
admin_1	kg	kg-gb	2020_05_01	total		188	https://covid.kg/	
admin_1	kg	kg-go	2020_05_01	new		0	DERIVED	
admin_1	kg	kg-go	2020_05_01	total		111	https://covid.kg/	
admin_1	kg	kg-j	2020_05_01	new		0	DERIVED	
admin_1	kg	kg-j	2020_05_01	total		114	https://covid.kg/	
admin_1	kg	kg-n	2020_05_01	new		1	DERIVED	
admin_1	kg	kg-n	2020_05_01	total		96	https://covid.kg/	
admin_1	kg	kg-o	2020_05_01	new		3	DERIVED	
admin_1	kg	kg-o	2020_05_01	total		166	https://covid.kg/	
admin_1	kg	kg-t	2020_05_01	new		0	DERIVED	
admin_1	kg	kg-t	2020_05_01	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_05_01	new		0	DERIVED	
admin_1	kg	kg-y	2020_05_01	total		10	https://covid.kg/	
admin_1	kg	kg-b	2020_05_06	new		4	DERIVED	
admin_1	kg	kg-b	2020_05_06	total		18	https://covid.kg/	
admin_1	kg	kg-c	2020_05_06	new		2	DERIVED	
admin_1	kg	kg-c	2020_05_06	total		74	https://covid.kg/	
admin_1	kg	kg-gb	2020_05_06	new		16	DERIVED	
admin_1	kg	kg-gb	2020_05_06	total		255	https://covid.kg/	
admin_1	kg	kg-go	2020_05_06	new		0	DERIVED	
admin_1	kg	kg-go	2020_05_06	total		113	https://covid.kg/	
admin_1	kg	kg-j	2020_05_06	new		6	DERIVED	
admin_1	kg	kg-j	2020_05_06	total		129	https://covid.kg/	
admin_1	kg	kg-n	2020_05_06	new		0	DERIVED	
admin_1	kg	kg-n	2020_05_06	total		103	https://covid.kg/	
admin_1	kg	kg-o	2020_05_06	new		0	DERIVED	
admin_1	kg	kg-o	2020_05_06	total		169	https://covid.kg/	
admin_1	kg	kg-t	2020_05_06	new		0	DERIVED	
admin_1	kg	kg-t	2020_05_06	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_05_06	new		0	DERIVED	
admin_1	kg	kg-y	2020_05_06	total		10	https://covid.kg/	
admin_1	kg	kg-b	2020_05_10	new		4	DERIVED	
admin_1	kg	kg-b	2020_05_10	total		23	https://covid.kg/	
admin_1	kg	kg-c	2020_05_10	new		56	DERIVED	
admin_1	kg	kg-c	2020_05_10	total		141	https://covid.kg/	
admin_1	kg	kg-gb	2020_05_10	new		2	DERIVED	
admin_1	kg	kg-gb	2020_05_10	total		266	https://covid.kg/	
admin_1	kg	kg-go	2020_05_10	new		0	DERIVED	
admin_1	kg	kg-go	2020_05_10	total		113	https://covid.kg/	
admin_1	kg	kg-j	2020_05_10	new		5	DERIVED	
admin_1	kg	kg-j	2020_05_10	total		144	https://covid.kg/	
admin_1	kg	kg-n	2020_05_10	new		1	DERIVED	
admin_1	kg	kg-n	2020_05_10	total		127	https://covid.kg/	
admin_1	kg	kg-o	2020_05_10	new		3	DERIVED	
admin_1	kg	kg-o	2020_05_10	total		178	https://covid.kg/	
admin_1	kg	kg-t	2020_05_10	new		0	DERIVED	
admin_1	kg	kg-t	2020_05_10	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_05_10	new		0	DERIVED	
admin_1	kg	kg-y	2020_05_10	total		10	https://covid.kg/	
admin_1	kg	kg-b	2020_05_14	new		0	DERIVED	
admin_1	kg	kg-b	2020_05_14	total		24	https://covid.kg/	
admin_1	kg	kg-c	2020_05_14	new		4	DERIVED	
admin_1	kg	kg-c	2020_05_14	total		152	https://covid.kg/	
admin_1	kg	kg-gb	2020_05_14	new		14	DERIVED	
admin_1	kg	kg-gb	2020_05_14	total		296	https://covid.kg/	
admin_1	kg	kg-go	2020_05_14	new		1	DERIVED	
admin_1	kg	kg-go	2020_05_14	total		114	https://covid.kg/	
admin_1	kg	kg-j	2020_05_14	new		4	DERIVED	
admin_1	kg	kg-j	2020_05_14	total		151	https://covid.kg/	
admin_1	kg	kg-n	2020_05_14	new		15	DERIVED	
admin_1	kg	kg-n	2020_05_14	total		152	https://covid.kg/	
admin_1	kg	kg-o	2020_05_14	new		0	DERIVED	
admin_1	kg	kg-o	2020_05_14	total		181	https://covid.kg/	
admin_1	kg	kg-t	2020_05_14	new		0	DERIVED	
admin_1	kg	kg-t	2020_05_14	total		0	https://covid.kg/	
admin_1	kg	kg-y	2020_05_14	new		0	DERIVED	
