region_schema	region_parent	region_child	date_updated	datatype	agerange	value	source_url	text_match
admin_0		SN	2020_03_02	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Dakar-Ouest	2020_03_02	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_03	new		0	DERIVED	
admin_0		SN	2020_03_03	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Guédiawaye	2020_03_03	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_04	new		1	DERIVED	
admin_0		SN	2020_03_04	total		2	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Dakar-Ouest	2020_03_04	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_05	new		-2	DERIVED	
admin_0		SN	2020_03_05	total		0	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_06	new		0	DERIVED	
admin_0		SN	2020_03_06	total		0	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_07	new		0	DERIVED	
admin_0		SN	2020_03_07	total		0	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_08	new		0	DERIVED	
admin_0		SN	2020_03_08	total		0	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_09	new		2	DERIVED	
admin_0		SN	2020_03_09	total		2	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Non déterminé	2020_03_09	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_10	new		-1	DERIVED	
admin_0		SN	2020_03_10	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_11	new		3	DERIVED	
admin_0		SN	2020_03_11	total		4	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Touba	2020_03_11	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_12	new		0	DERIVED	
admin_0		SN	2020_03_12	total		4	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Non déterminé	2020_03_12	total		5	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Touba	2020_03_12	new		10	DERIVED	
admin_1	Senegal	Touba	2020_03_12	total		11	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_13	new		7	DERIVED	
admin_0		SN	2020_03_13	total		11	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal		2020_03_13	total		0	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_14	new		-10	DERIVED	
admin_0		SN	2020_03_14	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Mbour	2020_03_14	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Non déterminé	2020_03_14	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Touba	2020_03_14	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_15	new		-1	DERIVED	
admin_0		SN	2020_03_15	total		0	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Non déterminé	2020_03_15	new		0	DERIVED	
admin_1	Senegal	Non déterminé	2020_03_15	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Touba	2020_03_15	new		0	DERIVED	
admin_1	Senegal	Touba	2020_03_15	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_16	new		3	DERIVED	
admin_0		SN	2020_03_16	total		3	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Non déterminé	2020_03_16	new		0	DERIVED	
admin_1	Senegal	Non déterminé	2020_03_16	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_17	new		2	DERIVED	
admin_0		SN	2020_03_17	total		5	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Non déterminé	2020_03_17	new		2	DERIVED	
admin_1	Senegal	Non déterminé	2020_03_17	total		3	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Touba	2020_03_17	total		1	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_0		SN	2020_03_18	new		0	DERIVED	
admin_0		SN	2020_03_18	total		5	https://data.humdata.org/dataset/positive-cases-of-covid-19-in-senegal	
admin_1	Senegal	Non déterminé	2020_03_18	new		1	DERIVED	
