region_schema	region_parent	region_child	date_updated	datatype	agerange	value	source_url	text_match
admin_1	VN	VN-01	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-01	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-01	2020_06_02	status_recovered		1	https://ncov.moh.gov.vn/	
admin_1	VN	VN-01	2020_06_02	total		1	https://ncov.moh.gov.vn/	
admin_1	VN	VN-02	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-02	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-02	2020_06_02	status_recovered		2	https://ncov.moh.gov.vn/	
admin_1	VN	VN-02	2020_06_02	total		2	https://ncov.moh.gov.vn/	
admin_1	VN	VN-03	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-03	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-03	2020_06_02	status_recovered		1	https://ncov.moh.gov.vn/	
admin_1	VN	VN-03	2020_06_02	total		1	https://ncov.moh.gov.vn/	
admin_1	VN	VN-13	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-13	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-13	2020_06_02	status_recovered		8	https://ncov.moh.gov.vn/	
admin_1	VN	VN-13	2020_06_02	total		8	https://ncov.moh.gov.vn/	
admin_1	VN	VN-18	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-18	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-18	2020_06_02	status_recovered		13	https://ncov.moh.gov.vn/	
admin_1	VN	VN-18	2020_06_02	total		13	https://ncov.moh.gov.vn/	
admin_1	VN	VN-20	2020_06_02	status_active		25	https://ncov.moh.gov.vn/	
admin_1	VN	VN-20	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-20	2020_06_02	status_recovered		5	https://ncov.moh.gov.vn/	
admin_1	VN	VN-20	2020_06_02	total		30	https://ncov.moh.gov.vn/	
admin_1	VN	VN-21	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-21	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-21	2020_06_02	status_recovered		3	https://ncov.moh.gov.vn/	
admin_1	VN	VN-21	2020_06_02	total		3	https://ncov.moh.gov.vn/	
admin_1	VN	VN-23	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-23	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-23	2020_06_02	status_recovered		4	https://ncov.moh.gov.vn/	
admin_1	VN	VN-23	2020_06_02	total		4	https://ncov.moh.gov.vn/	
admin_1	VN	VN-26	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-26	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-26	2020_06_02	status_recovered		2	https://ncov.moh.gov.vn/	
admin_1	VN	VN-26	2020_06_02	total		2	https://ncov.moh.gov.vn/	
admin_1	VN	VN-27	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-27	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-27	2020_06_02	status_recovered		3	https://ncov.moh.gov.vn/	
admin_1	VN	VN-27	2020_06_02	total		3	https://ncov.moh.gov.vn/	
admin_1	VN	VN-34	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-34	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-34	2020_06_02	status_recovered		1	https://ncov.moh.gov.vn/	
admin_1	VN	VN-34	2020_06_02	total		1	https://ncov.moh.gov.vn/	
admin_1	VN	VN-36	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-36	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-36	2020_06_02	status_recovered		2	https://ncov.moh.gov.vn/	
admin_1	VN	VN-36	2020_06_02	total		2	https://ncov.moh.gov.vn/	
admin_1	VN	VN-37	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-37	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-37	2020_06_02	status_recovered		4	https://ncov.moh.gov.vn/	
admin_1	VN	VN-37	2020_06_02	total		4	https://ncov.moh.gov.vn/	
admin_1	VN	VN-39	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-39	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-39	2020_06_02	status_recovered		1	https://ncov.moh.gov.vn/	
admin_1	VN	VN-39	2020_06_02	total		1	https://ncov.moh.gov.vn/	
admin_1	VN	VN-40	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-40	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-40	2020_06_02	status_recovered		9	https://ncov.moh.gov.vn/	
admin_1	VN	VN-40	2020_06_02	total		9	https://ncov.moh.gov.vn/	
admin_1	VN	VN-45	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-45	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-45	2020_06_02	status_recovered		5	https://ncov.moh.gov.vn/	
admin_1	VN	VN-45	2020_06_02	total		5	https://ncov.moh.gov.vn/	
admin_1	VN	VN-50	2020_06_02	status_active		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-50	2020_06_02	status_deaths		0	https://ncov.moh.gov.vn/	
admin_1	VN	VN-50	2020_06_02	status_recovered		1	https://ncov.moh.gov.vn/	
admin_1	VN	VN-50	2020_06_02	total		1	https://ncov.moh.gov.vn/	
