region_schema	region_parent	region_child	date_updated	datatype	agerange	value	source_url	text_match
admin_1	au	au-tas	2020_03_02	tests_total		49	https://www.dhhs.tas.gov.au/news/2020/coronavirus_case_confirmed_in_tasmania	
admin_1	au	au-tas	2020_03_09	tests_total		126	https://www.dhhs.tas.gov.au/news/2020/coronavirus_update_-_9_march_2020	
admin_1	au	au-tas	2020_03_09	tests_new		12	DERIVED	
admin_1	au	au-tas	2020_03_20	tests_total		807	https://www.health.tas.gov.au/news/2020/additional_coronavirus_update_20_march_2020	
admin_1	au	au-tas	2020_03_25	tests_new		133	DERIVED	
admin_1	au	au-tas	2020_03_27	tests_total		1779	https://www.dhhs.tas.gov.au/news/2020/coronavirus_update_27_march_2020	
admin_1	au	au-tas	2020_03_28	new		4	DERIVED	
admin_1	au	au-tas	2020_03_28	total		62	https://www.health.tas.gov.au/news/2020/coronavirus_update_28_march_2020	
admin_1	au	au-tas	2020_04_05	new		4	https://www.health.tas.gov.au/news/2020/coronavirus_update_5_april_2020	
admin_1	au	au-tas	2020_04_05	total		86	https://www.dhhs.tas.gov.au/news/2020/coronavirus_update_5_april_2020	
admin_1	au	au-tas	2020_04_11	new		11	https://www.health.tas.gov.au/news/2020/coronavirus_update_11_april_2020	
admin_1	au	au-tas	2020_04_11	total		133	https://www.dhhs.tas.gov.au/news/2020/coronavirus_update_11_april_2020	
admin_1	au	au-tas	2020_04_17	new		4	https://www.dhhs.tas.gov.au/news/2020/coronavirus_update_17_april_2020	
admin_1	au	au-tas	2020_04_17	total		184	https://www.coronavirus.tas.gov.au/media-releases/coronavirus-update23	
admin_1	au	au-tas	2020_04_22	new		4	https://www.dhhs.tas.gov.au/news/2020/coronavirus_update_22_april_2020	
admin_1	au	au-tas	2020_04_22	total		205	https://www.dhhs.tas.gov.au/news/2020/coronavirus_update_22_april_2020	
admin_1	au	au-tas	2020_04_24	status_hospitalized		13	https://coronavirus.tas.gov.au/facts/cases-and-testing-updates	
admin_1	au	au-tas	2020_04_24	status_deaths_new		1	DERIVED	
admin_1	au	au-tas	2020_04_24	status_hospitalized_new		0	DERIVED	
admin_1	au	au-tas	2020_04_24	status_icu_new		0	DERIVED	
admin_1	au	au-tas	2020_04_24	status_recovered_new		11	DERIVED	
admin_1	au	au-tas	2020_04_24	status_active_new		-10	DERIVED	
admin_1	au	au-tas	2020_04_24	tests_new		370	DERIVED	
ths	au-tas	north	2020_04_25	new		0	DERIVED	
