region_schema	region_parent	region_child	date_updated	datatype	agerange	value	source_url	text_match
admin_1	au	au-qld	2020_03_10	new		3	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-coronavirus-update18	
admin_1	au	au-qld	2020_03_10	total		18	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-coronavirus-update18	
admin_1	au	au-qld	2020_03_17	new		10	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update2	
admin_1	au	au-qld	2020_03_17	total		78	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update2	
hhs	au-qld	international (managed by cairns hhs)	2020_03_19	new		1	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update4	
hhs	au-qld	mackay	2020_03_20	new		1	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update5	
hhs	au-qld	tbc	2020_03_20	new		1	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update5	
hhs	au-qld	overseas/interstate	2020_03_22	new		4	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update7	
hhs	au-qld	wide bay	2020_03_22	new		1	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update7	
hhs	au-qld	cairns and hinterland	2020_03_23	new		1	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update8	
hhs	au-qld	central qld	2020_03_23	new		3	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update8	
hhs	au-qld	darling downs	2020_03_23	new		6	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update8	
hhs	au-qld	gold coast	2020_03_23	new		8	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update8	
hhs	au-qld	interstate and overseas	2020_03_23	new		4	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update8	
hhs	au-qld	metro north	2020_03_23	new		14	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update8	
hhs	au-qld	metro south	2020_03_23	new		14	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update8	
hhs	au-qld	sunshine coast	2020_03_23	new		7	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update8	
hhs	au-qld	townsville	2020_03_23	new		1	https://www.health.qld.gov.au/news-events/doh-media-releases/releases/queensland-novel-coronavirus-covid-19-update8	
