region_parent	region_schema	region_child	datatype	agerange	value	date_updated	source_url	text_match
my_district	selangor	petaling	total		158	24/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	hulu-langat	total		103	24/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	gombak	total		50	24/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	klang	total		28	24/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	kuala-selangor	total		17	24/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	sepang	total		9	24/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	kuala-langat	total		8	24/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	sabak-bernam	total		0	24/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	hulu-selangor	total		5	24/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	Unknown	total		3	24/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	petaling	total		167	25/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	hulu-langat	total		132	25/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	gombak	total		53	25/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	klang	total		35	25/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	kuala-selangor	total		18	25/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	sepang	total		9	25/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	kuala-langat	total		10	25/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	sabak-bernam	total		1	25/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	hulu-selangor	total		7	25/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	Unknown	total		3	25/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	petaling	total		176	26/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	hulu-langat	total		186	26/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	gombak	total		54	26/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	klang	total		44	26/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	kuala-selangor	total		18	26/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	sepang	total		9	26/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	kuala-langat	total		12	26/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	sabak-bernam	total		1	26/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	hulu-selangor	total		7	26/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	Unknown	total		3	26/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	petaling	total		190	27/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	hulu-langat	total		202	27/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	gombak	total		55	27/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	klang	total		46	27/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	kuala-selangor	total		18	27/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	sepang	total		10	27/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	kuala-langat	total		14	27/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	sabak-bernam	total		1	27/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	hulu-selangor	total		7	27/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	Unknown	total		3	27/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	petaling	total		209	28/03/2020	https://github.com/ynshung/covid-19-malaysia	''
my_district	selangor	hulu-langat	total		206	28/03/2020	https://github.com/ynshung/covid-19-malaysia	''
