region_schema,region_parent,region_child,agerange,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11
admin_1,jp,jp-13,,6,6,7,0,6,2,9,3,6,15,4,5,0,5,5,11,9,0,9
