month,seek
2020-02,62
2020-03,3284
2020-04,23790
2020-05,43868
2020-06,64904
2020-07,84903
2020-08,105142
2020-09,125440
2020-10,145240
2020-11,166195
2020-12,186811
2021-01,208191
2021-02,229436
2021-03,248600
2021-04,269735
2021-05,290321
2021-06,311731
2021-07,332289
2021-08,352985
2021-09,373799
2021-10,394110
2021-11,414951
2021-12,435089
2022-01,456230
2022-02,477887
2022-03,497632
