month,seek
2020-02,62
2020-03,3272
2020-04,23592
2020-05,43521
2020-06,64172
2020-07,83856
2020-08,103940
2020-09,123980
2020-10,143415
2020-11,163670
2020-12,183499
2021-01,204185
2021-02,224697
2021-03,243219
2021-04,263616
2021-05,283598
2021-06,304332
2021-07,324179
2021-08,344318
2021-09,364438
2021-10,384071
2021-11,404292
2021-12,423809
2022-01,444047
