month,seek
2020-02,62
2020-03,3905
2020-04,24155
2020-05,44712
2020-06,66359
2020-07,87410
2020-08,109172
2020-09,130934
2020-10,151998
2020-11,173836
2020-12,195134
2021-01,217437
2021-02,239869
2021-03,260193
2021-04,282744
2021-05,304584
2021-06,327178
2021-07,349055
2021-08,371694
2021-09,394383
2021-10,416343
2021-11,439035
2021-12,460995
2022-01,483687
