month,seek
2020-02,62
2020-03,3910
2020-04,24313
2020-05,44285
2020-06,64556
2020-07,83907
2020-08,103803
2020-09,123675
2020-10,143126
2020-11,163449
2020-12,183513
2021-01,204194
2021-02,224827
2021-03,243492
2021-04,264221
2021-05,284294
2021-06,304864
2021-07,324420
2021-08,344471
2021-09,364685
2021-10,384282
2021-11,404487
2021-12,424082
2022-01,444505
2022-02,465079
