region_schema,region_parent,region_child,agerange,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17
pt_municipality,pt,santa maria da feira,,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5
pt_municipality,pt,santana,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
pt_municipality,pt,santarém,,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
pt_municipality,pt,santiago do cacém,,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,santo tirso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pt_municipality,pt,sardoal,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,seia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pt_municipality,pt,seixal,,0,0,0,65,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,8
pt_municipality,pt,sernancelhe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,serpa,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pt_municipality,pt,sertã,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
pt_municipality,pt,sesimbra,,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2
pt_municipality,pt,setúbal,,0,0,0,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,24
pt_municipality,pt,sever do vouga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
pt_municipality,pt,silves,,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
pt_municipality,pt,sines,,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
pt_municipality,pt,sintra,,0,0,0,257,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,132
pt_municipality,pt,sobral de monte agraço,,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
pt_municipality,pt,soure,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,sátão,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
pt_municipality,pt,são brás de alportel,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0
pt_municipality,pt,são joão da madeira,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
pt_municipality,pt,são pedro do sul,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,são roque do pico,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
pt_municipality,pt,tabuaço,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,tavira,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
pt_municipality,pt,terras de bouro,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,tomar,,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1
pt_municipality,pt,tondela,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,torre de moncorvo,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,torres novas,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pt_municipality,pt,torres vedras,,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,27
pt_municipality,pt,trancoso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,trofa,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16
pt_municipality,pt,tábua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pt_municipality,pt,vagos,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vale de cambra,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
pt_municipality,pt,valença,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pt_municipality,pt,valongo,,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
pt_municipality,pt,valpaços,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pt_municipality,pt,velas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vendas novas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,viana do alentejo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,viana do castelo,,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
pt_municipality,pt,vieira do minho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vila da praia da vitória,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vila do bispo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vila do conde,,0,0,0,36,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,80
pt_municipality,pt,vila flor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pt_municipality,pt,vila franca de xira,,0,0,0,43,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,62
pt_municipality,pt,vila nova da barquinha,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pt_municipality,pt,vila nova de cerveira,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vila nova de famalicão,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,44
pt_municipality,pt,vila nova de foz côa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vila nova de gaia,,0,0,0,30,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,18
pt_municipality,pt,vila nova de poiares,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vila pouca de aguiar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pt_municipality,pt,vila real,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pt_municipality,pt,vila real de santo antónio,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0
pt_municipality,pt,vila verde,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pt_municipality,pt,vila viçosa,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pt_municipality,pt,vimioso,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vinhais,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,viseu,,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
pt_municipality,pt,vizela,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,vouzela,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pt_municipality,pt,águeda,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
pt_municipality,pt,évora,,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
pt_municipality,pt,ílhavo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
pt_municipality,pt,óbidos,,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
