region_schema,region_parent,region_child,agerange,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
admin_1,kz,kz-akm,,107,107,113,134,138,138,138,141,141,141,144,145,152,154,154,158,159,170,170,171,171,171,171,171,184,200,200,200,200,200,200,267,295,267,304,267,267,267,1219,267,1019,1053,1075,1075,267,1177,267,1211,267,1363,267,1395,1424,267,1487,267,1513,1513,267,1666,1856,1939,1939,267,2031,267,267,267,267,267,2296,267,267,267,2421,267,2643,267,267,2810,2856,267,2909,2933,2952,267,267,2990,267
admin_1,kz,kz-akt,,189,189,192,196,209,214,221,231,234,244,250,252,252,263,271,272,290,293,298,314,314,333,334,357,382,415,429,446,463,463,463,487,487,487,487,487,487,487,487,700,792,487,821,821,863,487,487,1137,487,1171,1172,487,1233,1290,1310,487,487,487,487,1450,1455,1455,487,487,487,1479,487,487,2059,487,487,487,2317,2382,2418,487,487,2613,2771,2908,487,2928,2937,2951,487,2970,2974,487,487
admin_1,kz,kz-ala,,1552,1598,1634,1697,1736,1770,1801,1875,1906,1929,1976,2008,2031,2046,2056,2075,2098,2128,2157,2172,2177,2177,2177,2177,2178,2180,2180,2182,2185,2185,2185,2210,2250,2277,2210,2281,2291,2313,2210,2210,2210,3960,4356,2210,4535,2210,4945,2210,2210,2210,2210,5667,2210,2210,6184,2210,2210,6649,6693,6850,7001,2210,2210,2210,7086,2210,7640,2210,2210,8150,2210,2210,2210,8610,9306,9947,10606,2210,2210,11350,11935,11960,12081,2210,2210,12591,12647,12701,12848
admin_1,kz,kz-alm,,186,191,191,214,248,267,267,282,287,287,309,321,328,328,328,357,389,391,428,446,465,476,497,521,544,553,553,574,574,574,574,574,574,574,610,574,610,610,1538,1542,574,574,574,2063,2113,2203,2227,2429,574,574,2429,574,574,574,2881,2881,574,2881,3224,574,574,574,574,574,3559,3559,3559,4008,4008,4008,574,4008,574,4008,574,574,4113,4113,574,4202,4555,4555,4561,4561,574,574,574,574,4590
admin_1,kz,kz-ast,,1121,1143,1170,1206,1291,1318,1374,1435,1621,1679,1770,1829,1893,1981,1981,2001,2008,2089,2110,2234,2249,2291,2361,2501,2577,2642,2642,2707,2721,2721,2721,2848,2848,3098,3160,3175,2848,3302,2848,3476,3546,3675,3736,3736,2848,2848,2848,4921,5155,2848,2848,2848,2848,2848,2848,6607,2848,2848,7260,2848,7895,2848,2848,8369,8409,8922,9253,2848,9629,9794,2848,9843,10001,10035,10073,10186,10216,2848,10224,10353,2848,2848,2848,2848,11971,12468,2848,2848,2848
admin_1,kz,kz-aty,,314,333,481,532,606,746,769,773,820,834,876,892,897,932,961,985,994,1000,1015,1064,1064,1095,1134,1141,1191,1237,1280,1282,1333,1376,1376,1405,1405,1442,1451,1451,1528,1538,4568,1405,4693,4729,1405,1405,4876,1405,5209,1405,5358,5437,5553,1405,1405,5735,1405,1405,6414,6414,1405,1405,1405,6903,1405,6977,7021,1405,7504,7537,7600,1405,1405,7736,1405,1405,1405,8691,1405,9612,10002,1405,10048,10052,1405,1405,1405,10120,10170,1405,1405
admin_1,kz,kz-kar,,243,255,280,314,379,405,442,461,477,530,590,619,630,644,663,665,716,736,770,816,847,864,890,951,1007,1060,1060,1115,1199,1199,1199,1336,1336,1336,1513,1513,1336,1336,3601,1336,1336,3822,3886,1336,1336,4104,1336,1336,4331,4403,1336,4504,1336,1336,1336,4797,4926,4926,1336,1336,5201,1336,1336,1336,5460,5503,1336,5560,5597,5629,1336,1336,5700,1336,5868,5884,1336,6287,1336,1336,1336,1336,1336,1336,8552,1336,1336,9214,9291
admin_1,kz,kz-kus,,85,87,88,96,101,106,116,127,136,141,143,155,175,175,182,184,186,187,187,189,191,192,192,197,205,213,213,215,232,232,232,262,262,309,330,335,262,262,704,707,724,733,262,741,764,772,830,867,874,262,262,1066,262,1132,262,1189,1200,1200,262,1912,262,262,2010,262,262,262,262,2269,2316,2330,262,2431,262,262,2640,2651,2667,262,2697,262,262,2714,262,2741,2747,2762,262,2784,262
admin_1,kz,kz-kzy,,247,247,255,270,276,281,286,291,298,304,309,346,374,391,391,442,457,465,475,481,484,489,499,528,550,565,565,610,636,649,649,753,753,897,912,912,950,753,1417,753,1087,753,753,753,753,753,753,753,1435,1471,753,753,753,1677,753,1814,1890,753,1935,753,753,753,2073,2111,2118,753,753,2237,2304,2335,753,753,2335,2361,753,753,753,753,753,2817,2960,753,2972,753,2981,753,2987,3024,753
admin_1,kz,kz-man,,136,141,151,157,161,162,164,168,182,193,197,204,217,234,246,251,265,271,280,286,289,308,316,327,344,351,356,368,385,385,385,408,408,408,408,408,454,408,408,408,408,408,1202,1214,408,408,408,408,1559,1581,1583,408,1644,1814,408,408,1898,1898,1985,408,408,408,2100,408,408,2143,2214,408,2241,2265,2267,2275,408,2426,408,408,408,408,408,2547,408,408,2596,2604,408,2612,2612,408,2612
