region_schema,region_parent,region_child,agerange,2020-03-01,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-23,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-10,2020-05-11,2020-05-12,2020-05-15,2020-05-18,2020-05-19,2020-05-21,2020-05-22,2020-05-23,2020-06-24,2020-07-05,2020-07-06,2020-07-11,2020-07-12,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-06,2020-10-07,2020-10-11,2020-10-13,2020-10-14,2020-10-19,2020-10-28,2020-11-30,2020-12-27
admin_1,au,au-act,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,,,,,,,,2,,2,3,3,3,3,,3,,3,,,3,3,,,3,,,3,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,au,au-nsw,,,1,1,1,1,1,2,2,2,2,2,3,4,4,4,4,5,6,7,,,8,,,,9,10,12,,16,19,21,,,22,23,24,26,25,26,,,29,30,30,31,33,34,35,36,36,37,37,42,43,44,44,45,46,46,,,46,,47,,48,49,50,50,,51,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,53,,,54,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,56
admin_1,au,au-qld,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,3,,,4,,,,,,4,4,,,4,4,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,au,au-sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,3,4,,4,,4,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,au,au-tas,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,3,,,4,4,5,,6,,7,8,,,,,,9,10,11,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,au,au-vic,,,,,,,,,,,,,,,,,,,,,,2,3,4,,4,,5,6,7,8,,10,11,12,,13,14,14,,14,14,14,14,15,15,,15,16,,,17,17,17,18,,,18,18,,,18,18,,18,,18,18,,,18,19,20,21,22,23,24,26,27,29,32,35,38,39,42,44,49,56,61,71,77,83,92,105,113,116,123,136,147,162,170,181,193,210,228,246,267,275,289,293,309,334,351,363,376,385,398,415,430,438,462,485,496,513,524,565,570,576,591,650,661,666,675,683,694,701,710,716,723,729,737,745,750,757,761,763,766,771,773,781,782,784,787,794,798,800,802,805,806,807,809,810,811,816,817,819,820,
admin_1,au,au-wa,,1,,,,,,,,,,,,,,1,1,1,1,,,2,,,,,,,,3,,,4,6,,,,6,,6,,6,7,,7,,,,,8,,,8,,,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
