region_schema,region_parent,region_child,agerange,2020-03-31,2020-04-05,2020-04-06,2020-04-08,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16
admin_1,au,au-act,,1,2,2,1,3,3,2,2,2,2,2
