region_schema,region_parent,region_child,agerange,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31
admin_1,gh,gh-aa,,0,550,342,0,529,579,861,0,246,210,286,0,179,522,283,0,462,0,383,187,0,362,0,1084,0,231,428,394,68,0,609,438,0,760,119,101,113,78,94,66,98,116,0,149,148,50,157,0,152,46,0,57,60,43,0,67,83,65,42
admin_1,gh,gh-af,,0,18,0,0,0,0,10,0,0,62,0,0,0,5,0,0,0,0,13,0,0,0,0,5,0,0,0,24,19,0,68,0,0,132,0,0,0,64,0,35,0,6,0,0,0,16,5,0,0,0,0,0,6,0,0,5,0,3,3
admin_1,gh,gh-ah,,0,423,145,0,290,93,345,0,106,176,5,0,18,205,125,0,234,0,423,373,0,630,0,599,0,363,319,200,22,0,558,126,0,134,159,225,125,154,77,51,14,38,0,57,72,9,81,0,45,11,0,25,32,13,0,18,5,27,11
admin_1,gh,gh-be,,0,47,0,0,3,1,2,0,0,63,0,0,0,1,0,0,88,0,89,0,0,30,0,23,0,0,21,26,0,0,28,0,0,25,0,33,67,24,24,5,0,14,0,13,0,4,10,0,0,0,0,16,3,0,0,0,6,0,8
admin_1,gh,gh-bo,,0,0,20,0,0,49,9,0,0,11,0,0,0,0,0,0,159,0,155,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,0,0,0,0,0,0,0,0,0,0,0,31,0
admin_1,gh,gh-cp,,0,10,0,0,9,25,54,0,5,34,0,0,0,21,9,0,0,0,96,0,0,92,0,27,0,7,0,4,64,0,63,60,0,67,2,47,0,52,0,14,14,2,0,3,30,17,28,0,7,1,0,12,0,2,0,10,0,1,8
admin_1,gh,gh-ep,,0,48,82,0,37,18,54,0,4,20,17,0,12,38,14,0,65,0,14,29,0,94,0,20,0,10,0,60,112,0,41,26,0,96,187,43,37,77,10,5,34,41,0,52,23,9,12,0,48,0,0,67,0,31,0,22,3,5,4
admin_1,gh,gh-ne,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
admin_1,gh,gh-np,,0,0,0,0,0,26,23,0,0,0,81,0,0,4,0,0,0,0,0,31,0,0,0,0,0,6,1,0,45,0,0,0,0,0,70,0,30,0,0,0,0,0,0,18,15,2,0,0,8,0,0,0,0,0,0,0,0,31,0
admin_1,gh,gh-ot,,0,0,0,0,0,2,0,0,1,5,8,0,5,5,1,0,7,0,4,4,0,18,0,2,0,0,1,17,0,0,0,7,0,1,3,1,0,0,0,0,7,2,0,0,2,14,0,0,0,0,0,0,0,0,0,1,0,2,2
admin_1,gh,gh-sv,,0,0,4,0,0,4,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,gh,gh-tv,,0,12,4,0,7,1,5,0,3,12,28,0,1,38,3,0,42,0,20,16,0,30,0,11,0,9,0,5,0,0,12,4,0,1,4,0,3,5,1,2,1,2,0,3,9,2,4,0,0,5,0,3,2,0,0,0,0,0,3
admin_1,gh,gh-ue,,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,gh,gh-uw,,0,15,0,0,0,3,12,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,gh,gh-wn,,0,25,27,0,0,4,0,0,0,15,27,0,0,16,0,0,0,0,67,3,0,12,0,55,0,10,0,0,0,0,30,127,0,6,0,0,31,11,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,6,0,0,10,0,5
admin_1,gh,gh-wp,,0,106,67,0,117,86,119,0,1,76,12,0,49,17,12,0,35,0,57,40,0,117,0,77,0,19,7,6,7,0,104,10,0,41,23,5,30,5,3,14,0,42,0,39,0,0,25,0,7,2,0,0,14,0,0,1,1,4,0
