region_schema,region_parent,region_child,agerange,2020-01-24,2020-03-25,2020-03-27,2020-04-04,2020-04-12,2020-04-13,2020-04-14,2020-04-17,2020-04-18,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-26,2020-04-28,2020-05-01,2020-05-03,2020-05-05,2020-05-07,2020-05-08,2020-05-09,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25
admin_0,,np,,1,2,3,5,8,9,10,23,24,33,36,38,39,42,44,46,49,52,54,55,59,82,156,179,182,198,208,220,298,301,319,348,401,466,485,563,650,752,895,1061,1245,1412,1638,1908,2087,2400,2667,2953,3165,3458,3750,4007,4237,4653,4902,5277,5693,6045,6591,7184,7520,7802,8158,8617,9067,9584,9968,10453,10887,11245,11609,11854,12216,12580,13178,13370,13620,13773,13932,14124,14205,14293,14354,14420,14535,14617,14703,14827,14898,14939,15039,15173,15265,15331,15432,15520,15589,15686,15789,16000,16124,16290,16442,16689,16858,17152,17339,17589,17831,18168,18407,18681,18953,19436,19775,20210,20665,21043,21539,22001,22784,23253,23725,24284,24754,25338,25873,26439
