region_schema,region_parent,region_child,agerange,2020-01-24,2020-03-23,2020-03-25,2020-03-27,2020-03-28,2020-04-02,2020-04-04,2020-04-12,2020-04-13,2020-04-14,2020-04-28,2020-04-29,2020-05-26
admin_0,,np,,1,2,3,4,5,6,9,12,14,16,18,21,22
