region_schema,region_parent,region_child,agerange,2020-07-22,2020-07-23,2020-07-24,2020-07-28,2020-07-29,2020-07-30,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-09-01,2020-09-02
admin_1,ly,رقدالين,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
admin_1,ly,زلطن,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
admin_1,ly,زليتن,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0
admin_1,ly,زوارة,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
admin_1,ly,سبها,,0,0,0,3,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0
admin_1,ly,سرت,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ly,صبراتة,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ly,صرمان,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
admin_1,ly,طبرق,,,,,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0
admin_1,ly,طرابلس,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
admin_1,ly,غدامس,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
admin_1,ly,غريان,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
admin_1,ly,قصر الاخيار,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ly,قصر بن غشير,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
admin_1,ly,كاباو,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
admin_1,ly,ككلة,,0,0,,,,,,,,,,,,,,,,,,,,,,
admin_1,ly,مزدة,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ly,مسلاتة,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ly,مصراتة,,1,1,0,0,0,1,1,0,2,1,3,2,0,1,1,0,1,0,1,1,1,2,0,1
admin_1,ly,نالوت,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
admin_1,ly,هراوة,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ly,وادي الشاطيء,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
admin_1,ly,يفرن,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
