month,seek
2020-01,62
2020-02,1743
2020-03,7864
2020-04,57334
2020-05,182952
2020-06,327083
2020-07,470149
2020-08,619489
2020-09,772547
2020-10,921231
2020-11,1075502
2020-12,1226532
2021-01,1383607
2021-02,1545386
2021-03,1692844
2021-04,1857002
2021-05,2017749
2021-06,2184987
2021-07,2346995
2021-08,2514729
2021-09,2683344
2021-10,2848054
2021-11,3019514
2021-12,3185458
2022-01,3354708
2022-02,3518209
