month,seek
2020-01,62
2020-02,224
2020-03,2270
2020-04,17364
2020-05,85909
2020-06,171557
2020-07,258842
2020-08,351141
2020-09,449682
2020-10,549554
2020-11,652092
2020-12,751851
2021-01,856947
2021-02,965618
2021-03,1064621
2021-04,1172006
2021-05,1275419
2021-06,1378416
2021-07,1479432
2021-08,1584196
2021-09,1609682
2021-10,1622576
2021-11,1635828
2021-12,1648706
2022-01,1661702
2022-02,1673766
2022-03,1684446
