month,seek
2020-02,62
2020-03,55078
2020-04,171054
2020-05,285581
2020-06,402137
2020-07,512885
2020-08,629661
2020-09,735613
2020-10,841136
2020-11,957803
2020-12,1071174
2021-01,1187868
2021-02,1305175
2021-03,1411201
2021-04,1528336
2021-05,1641563
2021-06,1758135
2021-07,1870727
2021-08,1987329
2021-09,2103904
2021-10,2216088
2021-11,2331040
2021-12,2441851
2022-01,2556684
2022-02,2672078
