month,seek
2020-02,62
2020-03,926
2020-04,27641
2020-05,277203
2020-06,855017
2020-07,1397427
2020-08,1922735
2020-09,2458209
2020-10,2959413
2020-11,3488288
2020-12,4015993
2021-01,4619320
2021-02,5222547
2021-03,5766288
2021-04,6247104
2021-05,6793385
2021-06,7358361
2021-07,7886174
2021-08,8390425
2021-09,8808464
2021-10,9218218
2021-11,9638387
2021-12,10046290
2022-01,10468805
2022-02,10889640
