month,seek
2020-01,62
2020-02,16907
2020-03,71060
2020-04,214897
2020-05,459440
2020-06,738993
2020-07,1003854
2020-08,1280672
2020-09,1578430
2020-10,1833132
2020-11,2132546
2020-12,2435585
2021-01,2809229
2021-02,3200207
2021-03,3444323
2021-04,3810749
2021-05,4164903
2021-06,4545654
2021-07,4907141
2021-08,5111691
2022-01,5418954
