month,seek
2020-01,62
2020-02,6358
2020-03,48654
2020-04,104124
2020-05,178835
2020-06,364777
2020-07,857164
2020-08,1398680
2020-09,1949529
2020-10,2482537
2020-11,3033943
2020-12,3576433
2021-01,4144410
2021-02,4712828
2021-03,5225848
2021-04,5793324
2021-05,6342878
2021-06,6909822
2021-07,7457257
2021-08,8022249
2021-09,8587587
2021-10,9135023
2021-11,9700554
2021-12,10247080
2022-01,10811263
