month,seek
2020-01,62
2020-02,86204
2020-03,241784
2020-04,630942
2020-05,1102521
2020-06,1630424
2020-07,2269390
2020-08,2934590
2020-09,3611321
2020-10,4268185
2020-11,4952693
2020-12,5622369
2021-01,6316817
2021-02,7011680
2021-03,7639068
2021-04,8332558
2021-05,9010694
2021-06,9723532
2021-07,10418895
2021-08,11133644
2021-09,11839866
2021-10,12522037
2021-11,13218543
2021-12,13855993
2022-01,14510366
