month,seek
2020-01,62
2020-02,126
2020-03,3764
2020-04,60732
2020-05,444721
2020-06,1196790
2020-07,1909788
2020-08,2599875
2020-09,3290162
2020-10,3925827
2020-11,4589453
2020-12,5226776
2021-01,5928364
2021-02,6625768
2021-03,7256304
2021-04,7835804
2021-05,8473488
2021-06,9148179
2021-07,9781721
2021-08,10408401
2021-09,10913891
2021-10,11406713
2021-11,11926056
2021-12,12429375
2022-01,12950541
2022-02,13471368
