month,seek
2020-03,62
2020-04,955645
2020-05,3515579
2020-06,6669776
2020-07,9820795
2020-08,13169746
2020-09,16556286
2020-10,19843407
2020-11,23250877
2020-12,26571764
2021-01,30011346
2021-02,33446285
2021-03,36527355
2021-04,39927149
2021-05,43219544
2021-06,46612103
2021-07,49873369
2021-08,53257273
2021-09,56674376
2021-10,59990503
2021-11,63403251
2021-12,66701318
2022-01,70119114
