month,seek
2020-04,62
2020-05,260
2020-06,307
2020-07,1680
2020-08,7503
2020-09,16318
2020-10,23880
2020-11,31759
2020-12,38764
2021-01,47008
2021-02,56399
2021-03,62589
2021-04,67309
2021-05,75758
2021-06,87512
2021-07,99328
2021-08,110521
2021-09,117256
2021-10,120933
2021-11,125032
2021-12,129804
2022-01,134829
