month,seek
2020-01,62
2020-02,1217
2020-03,13223
2020-04,750800
2020-05,3501372
2020-06,6711670
2020-07,9939811
2020-08,13372812
2020-09,16842953
2020-10,20211518
2020-11,23711297
2020-12,27122372
2021-01,30657225
2021-02,34186839
2021-03,37353932
2021-04,40850312
2021-05,44235073
2021-06,47721957
2021-07,51088625
2021-08,54574587
2021-09,58088913
2021-10,61496859
2021-11,65003357
2021-12,68395034
2022-01,71908774
2022-02,75455514
2022-03,78629629
