month,seek
2020-01,62
2020-02,7231
2020-03,52166
2020-04,118254
2020-05,203599
2020-06,403188
2020-07,917248
2020-08,1479451
2020-09,2053055
2020-10,2610168
2020-11,3188076
2020-12,3757086
2021-01,4353472
2021-02,4951638
2021-03,5493395
2021-04,6094249
2021-05,6676305
2021-06,7277908
2021-07,7861139
2021-08,8464369
2021-09,9068231
2021-10,9653177
2021-11,10258027
2021-12,10843152
2022-01,11447701
