month,seek
2020-02,62
2020-03,4962
2020-04,89089
2020-05,226652
2020-06,393847
2020-07,549862
2020-08,716125
2020-09,883574
2020-10,1042332
2020-11,1205458
2020-12,1366508
2021-01,1531366
2021-02,1696072
2021-03,1845354
2021-04,1981001
2021-05,2138935
2021-06,2310145
2021-07,2473587
2021-08,2630045
2021-09,2792056
2021-10,2948306
2021-11,2961347
2021-12,2966142
2022-01,2970597
