month,seek
2020-03,62
2020-04,14006
2020-05,210860
2020-06,587961
2020-07,932735
2020-08,1321192
2020-09,1739821
2020-10,2130543
2020-11,2532002
2020-12,2916140
2021-01,3463606
2021-02,4015655
2021-03,4491091
2021-04,4927683
2021-05,5444149
2021-06,6004917
2021-07,6531168
2021-08,7045825
2021-09,7320856
2021-10,7565799
2021-11,7815467
2021-12,8056046
2022-01,8288961
2022-02,8499092
