month,seek
2020-01,62
2020-02,71331
2020-03,255275
2020-04,662993
2020-05,1245168
2020-06,1866952
2020-07,2456060
2020-08,3063697
2020-09,3690109
2020-10,4260500
2020-11,4883640
2020-12,5498855
2021-01,6187044
2021-02,6956141
2021-03,7442485
2021-04,8186994
2021-05,8904346
2021-06,9659633
2021-07,10351734
2021-08,10728366
2022-01,11296620
