month,seek
2020-02,62
2020-03,552
2020-04,1068675
2020-05,3748059
2020-06,6913989
2020-07,10078974
2020-08,13434852
2020-09,16835162
2020-10,20144101
2020-11,23571772
2020-12,26900709
2021-01,30355925
2021-02,33824015
2021-03,36963834
2021-04,40443437
2021-05,43813959
2021-06,47298609
2021-07,50665358
2021-08,54148558
2021-09,57636198
2021-10,61014556
2021-11,64510353
2021-12,67897119
2022-01,71399787
