month,seek
2020-01,62
2020-02,8479
2020-03,53752
2020-04,115372
2020-05,181218
2020-06,366299
2020-07,877572
2020-08,1441903
2020-09,2018301
2020-10,2578814
2020-11,3160610
2020-12,3731333
2021-01,4327821
2021-02,4924279
2021-03,5459554
2021-04,6017144
2021-05,6549518
2021-06,7099642
2021-07,7632596
2021-08,8183653
2021-09,8288386
