month,seek
2020-02,62
2020-03,55477
2020-04,173132
2020-05,288191
2020-06,405605
2020-07,516652
2020-08,633119
2020-09,744058
2020-10,852991
2020-11,970313
2020-12,1084175
2021-01,1201067
2021-02,1318969
2021-03,1425412
2021-04,1542785
2021-05,1656248
2021-06,1772424
2021-07,1883960
2021-08,1999114
2021-09,2113998
2021-10,2224891
2021-11,2339426
2021-12,2450307
2022-01,2564944
2022-02,2680565
