month,seek
2020-01,62
2020-02,7310
2020-03,26349
2020-04,122436
2020-05,268376
2020-06,423580
2020-07,575435
2020-08,732714
2020-09,890297
2020-10,1043311
2020-11,1202551
2020-12,1358703
2021-01,1510654
2021-02,1655280
2021-03,1785728
2021-04,1931187
2021-05,2071626
2021-06,2215710
2021-07,2343672
2021-08,2424954
2021-09,2501906
2021-10,2579055
2021-11,2651360
2021-12,2726424
2022-01,2795825
2022-02,2865039
