month,seek
2020-02,62
2020-03,1178
2020-04,81865
2020-05,308344
2020-06,551002
2020-07,752661
2020-08,922510
2020-09,1097468
2020-10,1274933
2020-11,1457558
2020-12,1627282
2021-01,1809473
2021-02,1995737
2021-03,2157087
2021-04,2338870
2021-05,2507867
2021-06,2687212
2021-07,2850386
2021-08,3020392
2021-09,3198295
2021-10,3367854
2021-11,3465505
2021-12,3513219
2022-01,3560430
