month,seek
2020-03,62
2020-04,2266
2020-05,7864
2020-06,13259
2020-07,17149
2020-08,19676
2020-09,22152
2020-10,24611
2020-11,27182
2020-12,29672
2021-01,32628
2021-02,35913
2021-03,38776
2021-04,42121
2021-05,45297
2021-06,47612
2021-07,50367
2021-08,53240
2021-09,56097
2021-10,58842
2021-11,61604
2021-12,63891
2022-01,66117
2022-02,68671
2022-03,70260
