month,seek
2020-01,62
2020-02,7852
2020-03,27733
2020-04,128489
2020-05,279904
2020-06,442563
2020-07,602764
2020-08,769938
2020-09,938302
2020-10,1102321
2020-11,1273350
2020-12,1441004
2021-01,1606272
2021-02,1764798
2021-03,1908528
2021-04,2068168
2021-05,2222032
2021-06,2381117
2021-07,2527093
2021-08,2636288
2021-09,2744677
2021-10,2851426
2021-11,2951640
2021-12,3058850
2022-01,3154786
2022-02,3254557
