month,seek
2020-01,62
2020-02,7848
2020-03,27831
2020-04,129472
2020-05,281929
2020-06,445736
2020-07,607042
2020-08,774843
2020-09,943701
2020-10,1108276
2020-11,1279760
2020-12,1447879
2021-01,1613788
2021-02,1773124
2021-03,1917453
2021-04,2077758
2021-05,2232274
2021-06,2392087
2021-07,2538738
2021-08,2648373
2021-09,2757044
2021-10,2864254
2021-11,2964743
2021-12,3072241
2022-01,3168966
2022-02,3269504
2022-03,3370091
