month,seek
2020-02,62
2020-03,1097
2020-04,92652
2020-05,334311
2020-06,596949
2020-07,819155
2020-08,1034063
2020-09,1264970
2020-10,1505203
2020-11,1750006
2020-12,1977128
2021-01,2217105
2021-02,2465303
2021-03,2670525
2021-04,2915161
2021-05,3136593
2021-06,3369945
2021-07,3551850
2021-08,3753357
2021-09,3980604
2021-10,4206597
2021-11,4354587
2021-12,4458890
2022-01,4563567
