month,seek
2020-02,62
2020-03,899
2020-04,60963
2020-05,256790
2020-06,470862
2020-07,630691
2020-08,747550
2020-09,859383
2020-10,977881
2020-11,1101456
2020-12,1210769
2021-01,1335379
2021-02,1465240
2021-03,1571112
2021-04,1700710
2021-05,1825796
2021-06,1954731
2021-07,2063986
2021-08,2186474
2021-09,2308806
2021-10,2427147
2021-11,2474477
2021-12,2488300
2022-01,2499869
2022-02,2510581
2022-03,2521306
