region_schema,region_parent,region_child,agerange,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-04-03,2020-04-18,2020-04-19,2020-05-31,2020-06-03,2020-07-29,2020-10-01,2020-10-03,2020-10-05,2020-10-07,2020-10-08,2020-10-09,2020-10-11,2020-10-12,2020-10-15,2020-10-22,2020-10-25,2020-10-26,2020-10-29,2020-11-02,2020-11-04,2020-11-05,2020-11-06,2020-11-12,2020-11-15,2020-11-18,2020-11-20,2020-11-24,2020-12-01,2020-12-02,2020-12-09,2020-12-11
admin_1,au,au-wa,,3,10,10,12,11,12,18,18,1,11,7,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,4,1,1,1,1,1,1,1,1,3,5,1,1,1,2,1,2
