month,seek
2020-03,62
2020-04,2702
2020-05,24910
2020-06,51462
2020-07,61301
2020-08,71147
2020-09,91757
2020-10,114563
2020-11,135224
2020-12,158071
2021-01,177695
2021-02,194076
2021-03,211559
2021-04,233414
2021-05,253095
2021-06,273885
2021-07,294721
2021-08,316807
2021-09,334243
2021-10,357555
2021-11,379809
2021-12,399871
2022-01,419951
