month,seek
2020-03,62
2020-04,1250
2020-05,19832
2020-06,40622
2020-07,44846
2020-08,48812
2020-09,61693
2020-10,77547
2020-11,91414
2020-12,107263
2021-01,120143
2021-02,129358
2021-03,139595
2021-04,153930
2021-05,166220
2021-06,178506
2021-07,191824
2021-08,206178
2021-09,215138
2021-10,232549
2021-11,247922
2021-12,258177
2022-01,272519
2022-02,282763
