region_schema,region_parent,region_child,agerange,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07
lga,au-vic,moreland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,0,,,,,0,,,1,1,1,1,0,2,0,0,0,1,0,0,0,2,0,,,0,0,0,0,0,,,1,0,0,,,,,0,,,,,6,-4,,,4,,,0,9,,,4,12,1,,,9,,,,,0,11,9,5,,,12,,,19,5,7,12,13,11,46,-17,9,,,8,10,17,18,15,25,,,,16,25,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,mornington peninsula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,0,0,,,0,,,,,0,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,1,1,,,0,,,0,0,,,-1,0,1,,,0,,,,,0,0,1,0,,,0,,,1,1,0,0,0,4,1,-2,1,,,0,0,0,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,mount alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,,,,0,1,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,moyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,murrindindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,0,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,nillumbik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,0,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,1,,,,,0,0,,,1,,,0,0,,,0,0,0,,,1,,,,,0,2,0,0,,,1,,,1,1,0,0,0,3,3,-2,2,,,2,2,3,2,3,2,,,,7,3,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,northern grampians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,0,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,1,-1,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,port phillip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,-1,,,0,,,,,0,,,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,,,0,1,0,0,0,,,0,0,0,,,,,0,,,,,-1,0,,,0,,,2,-2,,,-1,4,0,,,0,,,,,0,2,1,3,,,2,,,1,2,3,4,3,0,6,2,2,,,1,1,5,0,2,6,,,,5,4,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,pyrenees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,queenscliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,south gippsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,0,,,0,0,1,0,0,0,1,-1,0,,,0,0,0,0,1,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,southern grampians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,stonnington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,,0,,,,,1,,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,1,0,,,1,,,0,1,,,2,6,-3,,,-1,,,,,0,3,1,-1,,,1,,,1,0,7,-2,3,1,1,7,3,,,2,6,2,5,0,0,,,,4,6,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,surf coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,0,,,0,0,,,0,0,1,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,1,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,swan hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,wangaratta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,warrnambool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,wellington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,0,,,0,,,0,0,,,0,0,0,,,0,,,,,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,west wimmera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,whitehorse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,1,,,,,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,,,0,0,1,,,,,0,,,,,0,0,,,0,,,1,-2,,,1,2,5,,,-2,,,,,0,1,1,1,,,7,,,2,1,3,2,2,1,6,2,2,,,0,1,4,2,2,1,,,,6,7,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,whittlesea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,2,,,,,-1,,,0,-1,0,4,0,0,0,0,0,0,0,1,0,0,0,,,0,-1,1,0,0,,,0,0,0,,,,,0,,,,,1,3,,,4,,,0,-2,,,5,6,6,,,13,,,,,0,0,9,6,,,9,,,12,8,9,8,10,18,36,-3,14,,,16,13,19,22,31,31,,,,27,38,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,wodonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,wyndham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,,,-1,,,,,1,,,-1,1,-1,1,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,1,,,-1,0,1,,,,,1,,,,,0,0,,,4,,,10,-21,,,3,15,3,,,-2,,,,,0,30,16,16,,,15,,,19,19,28,11,31,31,76,-31,22,,,26,33,39,28,45,39,,,,53,46,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,yarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,0,,,0,,,,,-1,,,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,,,0,0,-1,0,0,,,0,0,0,,,,,0,,,,,2,-2,,,1,,,1,4,,,-2,2,1,,,4,,,,,0,1,5,4,,,7,,,3,6,4,6,10,12,10,3,2,,,7,15,8,13,9,10,,,,12,5,,,,,,,,,,,,,,,,,,,,,
lga,au-vic,yarra ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,0,,,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,0,0,,,0,,,0,0,,,1,0,0,,,0,,,,,0,0,0,3,,,1,,,2,2,0,0,2,0,16,-14,5,,,8,4,7,3,2,6,,,,10,1,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,2,4,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,1,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,4,5,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,7,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,3,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,7,5,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,2,2,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,4,1,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,4,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,0,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,3,3,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,,,,10,18,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,,,15,18,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,,,,0,3,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,,,,15,10,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,8,9,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,1,2,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,0,4,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,3,0,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,3,3,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,18,,,,26,28,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,18,,,,17,12,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,3,1,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,4,6,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,1,1,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,2,,,,3,2,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1,,,,0,0,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,,,,12,14,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,4,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,0,3,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,1,0,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,5,2,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,4,1,,,,,,,,,,,,,,,,,,,,,
postcode,au-vic,3044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,4,3,,,,,,,,,,,,,,,,,,,,,
