region_schema,region_parent,region_child,agerange,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-15,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24
admin_1,au,au-nsw,,67,90,114,129,158,218,251,327,425,500,647,877,1004,1110,1185,1293,1353,1419,1485,1524,1566,1605,1624,1650,1659,1677,1753,1766,1716,1733,1734,1735,1738,1738,1738,1739,1740
