region_schema,region_parent,region_child,agerange,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-27,2020-09-28,2020-09-29,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05
admin_1,ng,ng-ed,,190,0,-38,14,65,61,32,24,0,9,-96,-42,72,-89,-27,-29,-95,-24,-11,-2,39,8,-5,19,2,0,0,31,0,-4,3,23,26,23,26,35,0,6,8,-7,4,0,3,-11,0,-9,0,-4,-3,0,1,-32,4,2,-4,0,2,0,-10,0,-2,0,2,0,0,0,3,0,6,-5,4,0,0,0,6,0,6,0,-6,0,0,2,0,2,4,-6,0,6,-11,4,6,0,0,-1,0,0,8,4,5,0,14,-5,0,0,0,0,8,0,0,0,8,-8,-6,6,4,1,0,2,0,1,0,-4,0,0,-1,8,4
admin_1,ng,ng-ek,,4,0,0,0,0,4,6,36,0,22,0,16,0,0,8,20,0,-1,-4,10,0,4,33,8,20,-1,0,8,0,-1,0,-7,0,14,0,4,0,2,17,1,-27,0,20,-18,0,15,0,0,-19,-1,1,3,12,11,0,0,2,-1,-6,0,4,-4,3,1,-4,0,0,0,8,-2,0,0,0,0,0,-7,0,0,0,2,0,-3,0,2,2,8,0,0,0,0,-1,0,0,0,0,6,0,-4,0,0,0,6,0,0,0,0,6,0,0,0,0,-6,0,6,-1,2,0,2,4,0,2,0,0,0,0,16,3
admin_1,ng,ng-en,,0,0,4,45,32,10,-54,30,0,0,55,42,22,12,28,0,-10,0,68,0,0,49,0,3,0,-26,0,-118,0,0,-28,20,23,9,0,24,0,18,70,18,37,0,26,14,0,-147,0,0,10,0,0,0,0,28,50,0,0,0,18,0,0,-74,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ng,ng-go,,-8,0,18,0,-5,-6,0,26,0,6,66,-3,0,0,0,6,15,0,0,0,11,-23,3,0,6,10,0,55,0,0,4,0,-3,48,0,-9,0,10,0,6,6,0,-25,0,0,0,0,-5,0,40,0,0,4,0,0,0,0,0,19,0,9,0,39,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ng,ng-im,,0,0,0,0,0,8,-7,0,0,-6,-1,2,0,0,-15,0,-3,0,-2,-1,7,0,0,-7,12,11,0,24,0,0,0,0,0,19,0,-1,0,-3,0,0,0,0,1,0,0,-8,0,-5,6,4,0,-1,5,0,17,0,0,0,-4,0,10,0,12,3,6,0,0,0,-54,4,0,0,8,0,0,-10,0,0,0,0,8,-6,0,0,0,4,0,1,0,22,12,0,-2,2,0,0,0,4,0,0,-3,2,0,0,2,0,0,-13,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,20,0,-14
admin_1,ng,ng-ji,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0
admin_1,ng,ng-kd,,48,0,55,-19,104,3,6,94,0,29,1,-26,-37,73,0,-3,13,-40,9,8,23,5,63,30,1,72,0,67,0,49,81,-1,12,124,0,7,0,-2,30,22,-24,0,-6,13,0,-8,0,-6,0,-5,29,8,0,0,-2,0,40,29,13,0,18,25,-6,33,-2,6,-15,0,-18,-4,4,0,16,0,6,-5,4,11,5,31,-1,64,0,-12,-8,11,0,7,9,-4,10,6,19,35,1,9,0,2,15,-6,13,-15,3,3,-7,9,1,0,43,6,-4,0,34,3,10,23,26,45,33,62,22,-37,0,40,66,70,78
admin_1,ng,ng-ke,,0,0,2,2,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ng,ng-kn,,-15,0,32,28,7,-3,-25,113,0,-12,35,44,30,12,0,0,-12,2,-3,2,-11,26,3,16,13,29,0,-12,0,2,-5,0,13,-27,0,-13,0,-1,-24,2,-14,0,-10,4,0,-44,0,-10,-10,0,-3,2,0,0,-22,0,0,8,0,0,-25,0,0,0,0,-1,0,0,0,0,2,0,-2,0,0,-5,0,0,4,0,0,0,0,0,-5,0,-1,2,0,0,0,-1,0,0,0,2,0,2,4,0,2,0,0,0,4,6,2,0,1,2,-1,0,0,0,8,2,2,2,0,4,2,-2,0,0,4,2,2
admin_1,ng,ng-ko,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,ng,ng-kt,,26,0,0,6,0,8,12,12,0,0,10,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,6,0,0,0,0,36,0,0,14,0,0,0,28,4,0,2,12,0,0,22,0,14,6,6,0,2,2,0,6,0,0,0,0,-2,10,6,0,20,0,14,2,-2,0,-7,0,0,2,0,0,-1,0,6,0,2,0,0,0,88,0,0,8,0,-49,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,2,4,0,0,59,0,-22,0,0,0,0,0
admin_1,ng,ng-kw,,0,0,100,174,70,-1,-15,8,0,67,0,3,0,0,0,0,19,-7,-49,30,21,-49,-5,15,-56,-31,0,34,0,-48,0,9,-6,-10,0,22,0,-56,0,18,-11,0,4,5,0,0,0,16,-6,12,0,0,10,4,6,0,0,0,20,0,-104,10,8,0,1,0,0,0,0,12,0,0,-11,0,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,4,0,0,0,4,0,0,0,0,0,0,-1,0,0,5,2,0,8,4,0,0,8,0,0,0,0,1,-3,11,0,0,8,8,0
admin_1,ng,ng-la,,188,0,200,146,360,309,324,558,0,343,399,198,176,153,130,150,-10770,118,274,139,140,138,214,164,226,354,0,-935,0,94,394,411,344,507,0,383,0,196,47,21,95,0,180,-73,0,78,0,82,72,106,78,84,60,68,182,0,60,60,169,0,54,90,118,140,92,77,146,0,82,190,162,0,187,0,30,1,82,168,78,142,46,354,0,330,229,132,170,-4090,165,61,23,-33,31,-29,13,-113,90,-64,46,110,124,15,6,50,90,161,139,149,0,492,20,-36,148,145,71,224,39,53,47,-26,-97,-40,0,1,182,-314,68
admin_1,ng,ng-na,,8,0,10,16,0,6,0,32,0,0,-106,4,0,10,24,20,0,4,4,34,14,0,6,0,2,2,0,-49,0,0,0,24,0,6,0,14,0,24,0,12,8,0,6,0,0,0,0,0,6,0,2,0,6,4,6,0,0,0,2,0,0,0,0,-26,0,0,2,0,0,0,4,0,0,0,0,6,26,0,2,0,0,6,0,0,6,2,0,0,4,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,28
admin_1,ng,ng-ni,,0,0,28,0,0,0,-19,-1,0,14,96,0,0,0,0,0,0,6,0,0,-32,0,0,0,0,1,0,2,0,0,6,0,0,0,0,10,0,4,0,0,-42,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,8,0,10,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,-3,0,16,0,0,-3,7,0,2,0,0,0,0,0,0,-10,0,0,0,0,0,0,4,2,0,4,0,4,0,0,0,0,0,0,0,0,0,11,0,-3,0,0,-6,0,0,0
admin_1,ng,ng-og,,-4,0,-36,5,21,43,-23,61,0,12,2,20,91,-2,-39,1,-18,-3,0,17,-11,3,59,8,20,23,0,17,0,25,1,21,-8,-6,0,12,0,-11,8,-11,-9,0,9,-23,0,22,0,-24,-24,4,-12,3,17,14,25,0,-10,5,8,0,-6,-13,6,7,8,2,8,0,54,23,11,0,40,0,9,18,6,6,6,50,12,8,0,23,4,8,22,12,-1,5,6,2,3,-26,-23,6,-24,-20,-7,4,7,22,8,8,-2,15,6,6,9,0,0,-3,13,-9,-1,35,23,10,8,3,0,-2,0,0,-11,-2,-4
admin_1,ng,ng-on,,26,0,-1,78,74,-5,-42,-138,0,84,-90,29,-1,64,-27,24,0,75,-2,0,67,-89,-9,10,66,95,0,12,0,28,75,58,38,10,0,47,0,6,-528,18,-35,0,0,-10,0,7,0,14,0,4,0,0,-36,-24,10,0,0,1,0,0,12,0,8,-19,0,6,12,0,10,11,0,0,6,0,2,0,6,0,0,0,0,24,0,4,-40,4,0,0,6,0,4,0,0,4,2,7,0,0,0,0,0,2,0,4,0,36,2,0,16,4,2,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0
admin_1,ng,ng-os,,38,0,0,-40,0,70,12,27,0,39,68,-9,43,-33,53,0,31,1,4,0,9,34,0,0,48,134,0,-43,0,34,-29,-32,-23,-116,0,11,0,-6,-6,-18,-44,0,1,0,0,5,0,2,9,-8,0,12,0,0,0,0,-3,-1,1,0,-8,4,2,5,8,-7,0,0,2,-4,6,0,-2,0,-3,0,33,20,-2,15,19,15,0,-1,-1,0,0,-7,0,10,-12,-3,2,-7,0,-15,-2,-2,-7,2,1,4,2,0,7,-1,2,2,0,0,-3,0,-1,4,-2,0,-4,2,1,0,-5,0,0,0,1,0,0
admin_1,ng,ng-oy,,82,0,52,48,0,174,350,146,0,21,133,17,1,67,-35,-26,-28,20,44,35,36,34,16,17,6,9,0,6,0,-39,-55,25,54,10,0,47,0,-2,-34,-83,-53,0,14,20,0,36,0,5,55,37,14,-3,14,16,-97,0,1,4,-26,0,4,6,-100,10,0,0,-53,0,-8,11,12,0,-91,0,0,-57,-25,11,-18,16,12,32,0,0,17,25,144,0,10,0,12,0,3,0,-5,0,4,0,-1,0,23,-32,6,-458,-121,9,102,6,0,20,-1,29,80,74,46,-14,6,-69,0,2,0,0,0,14,0,0,-1
admin_1,ng,ng-pl,,48,0,73,87,0,-1,-45,92,0,296,45,80,136,78,31,32,25,-58,80,22,175,48,128,163,-1,87,0,0,0,215,-15,-15,323,75,0,-46,0,-15,81,101,184,0,-67,251,0,185,0,-79,-48,20,0,-45,342,-18,135,0,43,-22,10,0,-38,-30,-19,74,-71,-8,56,0,9,-18,-43,0,19,0,0,0,-74,-57,-54,-17,-3,-34,0,-26,-30,3,6,-3,-3,-3,-25,0,14,-25,-20,-20,18,-30,-20,-19,-47,-18,5,-17,-12,-15,-2,16,-15,0,2,-6,0,-6,3,7,6,-4,126,0,10,2,0,12,-2,38,4
admin_1,ng,ng-ri,,22,0,4,-14,26,26,13,-131,0,9,10,59,73,3,8,41,9,12,46,-30,36,-30,-9,-16,9,-17,0,-5,0,0,-10,-32,25,31,0,-3,0,15,50,27,8,0,-6,3,0,-32,54,-5,-7,-11,-2,6,-4,-9,-9,0,3,1,0,0,-2,2,12,14,18,22,5,0,28,69,13,0,67,0,0,86,18,46,9,-12,-6,-38,0,18,-10,-4,-5,6,14,46,-10,9,3,33,7,3,-7,8,18,27,1,9,15,0,11,0,-6,16,18,0,-5,17,6,-8,4,21,15,-10,23,3,-9,10,0,-23,18,2,9
admin_1,ng,ng-so,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,-2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
admin_1,ng,ng-ta,,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,10,0,0,0,36,0,0,2,6,0,0,0,0,-8,10,0,2,0,0,0,0,0,0,0,-8,0,0,0,2,0,0,0,-6,0,0,0
admin_1,ng,ng-yo,,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,2,0,0,4,0,0,0,0,2,-3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,2,0,0,0,0,0
admin_1,ng,ng-za,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
