region_schema,region_parent,region_child,agerange,2020-07-01,2020-07-02,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-08,2020-08-09,2020-08-10,2020-08-12,2020-08-13,2020-08-15,2020-08-16,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-23,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-28,2020-09-29,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-13,2020-11-14,2020-11-16,2020-11-17,2020-11-18,2020-11-20,2020-11-21,2020-11-22,2020-11-27,2020-11-28,2020-11-29,2020-12-01,2020-12-02,2020-12-04,2020-12-05,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-03,2021-01-04,2021-01-05,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07
admin_1,ie,ie-ld,,286,286,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,289,289,290,291,291,291,291,292,292,292,294,294,296,300,301,302,303,303,304,308,309,311,315,288,319,321,322,323,323,323,323,325,325,325,328,333,335,345,352,372,375,377,383,387,394,397,405,420,420,425,442,444,462,475,487,501,507,509,526,535,538,544,551,556,564,568,575,578,580,581,588,591,593,599,600,602,605,615,617,621,622,622,629,632,634,648,650,655,659,661,665,669,673,674,678,694,697,708,709,710,714,721,723,723,727,726,728,731,742,742,743,749,753,771,790,829,914,919,997,1059,1068,1111,1118,1124,1152,1159,1170,1175,1182,1197,1208,1222,1244,1256,1266,1275,1281,1294,1307,1321,1336,1341,1348,1348,1353,1359,1372,1376
admin_1,ie,ie-lh,,781,781,782,782,785,785,785,785,787,787,787,789,789,790,791,791,791,791,791,791,791,792,762,792,792,793,793,793,794,794,794,795,795,796,797,799,799,799,800,801,802,807,807,814,814,815,816,819,821,823,824,825,825,830,830,832,838,840,840,844,859,861,879,800,893,911,944,949,959,964,975,985,997,1001,1009,1011,1027,1034,1042,1054,1066,1070,1088,1101,1111,1124,1161,1168,1180,1182,1254,1287,1305,1312,1317,1386,1442,1488,1511,1536,1566,1583,1610,1635,1664,1672,1695,1700,1717,1724,1737,1749,1755,1764,1771,1783,1812,1866,1889,1919,1940,1961,2105,2029,2045,2109,2123,2134,2156,2171,2219,2229,2258,2272,2297,2311,2332,2350,2359,2400,2425,2438,2485,2497,2533,2555,2610,2648,2735,2749,2801,2912,3066,3121,3167,3426,3884,4122,4618,5077,5323,5586,5791,5878,6060,6295,6349,6587,6631,6815,6863,6949,7065,7151,7210,7276,7346,7408,7467,7496,7546,7582,7628,7738,7784,7796,7822,7854
admin_1,ie,ie-lk,,586,586,587,587,587,588,589,589,589,589,589,589,589,589,589,589,589,589,590,591,591,591,591,591,591,591,592,599,600,609,609,610,610,613,616,619,620,627,630,636,641,655,655,676,682,686,696,706,713,718,722,736,742,770,783,785,791,804,817,819,834,845,855,632,866,872,882,892,895,900,904,910,910,916,922,925,931,946,958,983,1014,1038,1080,1097,1139,1154,1208,1242,1262,1301,1367,1389,1464,1518,1564,1637,1664,1704,1769,1814,1858,1883,1931,1963,1998,2003,2042,2075,2081,2107,2151,2172,2190,2238,2270,2286,2317,2414,2434,2545,2566,2581,2613,2638,2648,2746,2757,2786,2818,2831,2891,2902,2921,2940,2946,2961,2977,3003,3021,3044,3057,3083,3114,3129,3195,3230,3290,3362,3602,3647,3677,3764,3845,4048,4079,4288,5138,5455,5772,6633,6831,7306,7562,7681,7837,7989,8239,8388,8521,8664,8785,8869,8951,9053,9113,9134,9165,9220,9285,9332,9359,9432,9472,9585,9637,9657,9703,9730
admin_1,ie,ie-lm,,80,82,82,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,87,89,90,101,101,102,103,85,106,106,112,112,111,111,112,113,113,114,114,115,116,116,116,118,119,122,122,122,125,131,141,147,156,160,170,188,189,194,199,203,208,212,224,226,227,227,227,227,228,228,229,230,230,230,230,230,233,237,239,239,242,254,257,260,262,264,264,264,263,264,264,264,266,266,268,269,269,269,270,270,271,273,273,273,275,275,275,276,277,278,278,280,292,295,299,302,306,311,321,350,397,409,433,491,501,521,526,530,534,546,552,564,571,579,586,588,596,605,614,615,617,622,625,628,632,638,642,657,661,666,667,667
admin_1,ie,ie-ls,,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,266,267,267,267,267,268,268,268,271,273,282,283,286,305,313,314,314,322,326,339,341,343,345,349,358,362,364,364,367,370,377,377,382,382,383,383,384,385,387,390,392,396,396,396,402,408,343,416,420,423,428,429,429,433,435,436,436,436,442,442,447,453,465,493,497,508,509,525,540,547,555,561,565,600,608,621,644,665,679,698,713,733,752,766,778,785,796,807,813,820,838,846,850,857,873,881,899,904,911,916,928,936,936,937,940,950,951,953,974,978,981,986,986,1005,1007,1012,1014,1016,1034,1043,1065,1073,1078,1092,1115,1125,1136,1155,1157,1169,1180,1225,1227,1232,1270,1293,1343,1355,1459,1576,1587,1694,1831,1836,1941,2005,2046,2091,2151,2204,2252,2314,2379,2417,2462,2479,2497,2514,2540,2549,2565,2580,2598,2609,2632,2659,2725,2747,2769,2790,2807
admin_1,ie,ie-mh,,808,808,811,811,812,812,812,812,812,812,812,817,817,817,817,817,817,817,822,823,824,824,826,826,825,826,826,829,829,830,830,831,831,834,835,839,845,845,849,855,856,863,867,870,875,875,878,881,884,888,897,898,898,903,905,911,913,919,920,922,926,936,939,850,948,958,962,965,966,971,983,994,1002,1008,1023,1026,1038,1053,1062,1097,1110,1115,1149,1169,1232,1274,1346,1394,1431,1469,1781,1883,1991,2071,2101,2322,2416,2513,2609,2659,2721,2739,2808,2869,2918,2929,2948,2974,3009,3029,3063,3084,3094,3112,3119,3131,3144,3202,3207,3259,3290,3311,3349,3358,3361,3394,3405,3411,3422,3431,3445,3445,3450,3460,3475,3481,3496,3511,3517,3527,3539,3556,3598,3622,3653,3681,3717,3755,3846,3858,3904,3969,4065,4128,4154,4332,4701,4897,5236,5683,5861,6077,6201,6304,6375,6596,6709,6854,6968,7081,7213,7330,7425,7528,7588,7633,7674,7745,7781,7896,7921,7954,7990,8139,8185,8222,8292,8323
admin_1,ie,ie-mn,,538,538,538,538,539,539,539,539,539,539,539,540,540,540,540,540,540,540,541,541,541,541,541,541,541,541,541,541,541,542,542,542,542,542,542,543,543,543,543,545,545,549,550,550,550,550,552,554,556,557,570,570,570,573,573,573,575,578,578,579,583,586,586,543,586,586,590,591,591,593,603,606,606,636,623,628,643,671,672,697,709,711,730,745,777,789,814,839,860,863,908,923,924,941,954,992,1003,1026,1050,1069,1074,1086,1092,1098,1110,1110,1118,1119,1126,1129,1131,1148,1152,1156,1158,1160,1167,1186,1187,1190,1193,1200,1214,1218,1223,1234,1237,1249,1256,1267,1290,1296,1298,1303,1311,1317,1318,1320,1320,1332,1239,1349,1358,1364,1372,1388,1429,1461,1497,1497,1556,1612,1656,1690,1716,1846,2075,2192,2467,2772,2907,3046,3206,3239,3339,3405,3538,3622,3664,3767,3858,3895,3986,4006,4067,4120,4147,4199,4249,4290,4298,4321,4371,4436,4466,4487,4534,4546
admin_1,ie,ie-mo,,572,572,572,572,572,572,573,573,573,573,573,573,573,573,573,574,574,574,574,574,575,575,575,576,576,576,576,576,576,583,583,583,583,583,583,583,584,584,584,584,584,585,585,585,586,587,587,587,587,587,587,588,588,588,588,589,589,591,592,593,593,587,598,584,602,606,614,614,623,626,627,633,634,635,640,640,644,648,648,654,660,665,670,675,690,695,711,732,743,752,789,815,831,861,888,916,952,987,1037,1053,1077,1099,1103,1113,1131,1172,1182,1191,1198,1210,1226,1252,1278,1283,1288,1291,1300,1326,1330,1342,1352,1360,1379,1386,1402,1429,1434,1444,1478,1478,1487,1489,1504,1511,1522,1555,1563,1574,1586,1595,1617,1627,1632,1634,1643,1645,1654,1673,1728,1746,1755,1824,1890,1957,2061,2294,2507,2607,2733,2981,3177,3272,3455,3966,4108,4214,4334,4435,4538,4667,4768,4825,4904,4956,5002,5040,5074,5108,5205,5223,5261,5277,5308,5389,5428,5445,5475,5494
admin_1,ie,ie-oy,,483,483,486,486,486,486,486,486,486,486,486,486,486,485,486,486,486,486,487,487,487,487,487,487,487,487,487,488,488,491,492,497,497,500,523,550,572,583,585,594,593,599,601,603,605,605,607,619,620,621,622,622,623,625,626,629,633,641,644,648,650,658,660,592,668,668,675,678,681,688,695,698,700,704,704,710,712,721,726,739,748,754,772,778,790,800,811,818,826,834,848,848,886,911,924,942,956,963,978,993,995,1007,1013,1018,1032,1035,1037,1043,1043,1041,1044,1051,1051,1067,1070,1071,1088,1107,1124,1132,1136,1142,1147,1147,1148,1158,1162,1166,1169,1169,1187,1193,1197,1201,1201,1204,1205,1215,1216,1222,1230,1239,1240,1242,1242,1242,1250,1252,1275,1279,1281,1298,1312,1340,1365,1451,1596,1607,1742,1908,1914,1976,2010,2042,2108,2142,2183,2227,2291,2339,2371,2420,2435,2499,2527,2561,2583,2611,2627,2645,2665,2683,2692,2745,2760,2772,2780,2792
admin_1,ie,ie-rn,,345,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,347,347,347,348,348,350,350,349,350,351,353,353,354,354,362,362,362,364,364,364,364,364,365,365,365,369,370,348,374,376,383,383,384,385,394,400,403,409,413,415,423,445,449,470,477,490,494,500,516,520,539,542,559,562,591,598,607,634,644,647,667,684,707,720,729,732,737,740,753,755,765,789,795,808,810,817,819,819,827,845,847,862,874,904,912,918,922,926,931,940,942,942,951,955,957,958,963,964,966,970,972,974,974,976,979,986,987,988,989,995,997,1001,1026,1031,1041,1052,1059,1068,1131,1199,1256,1286,1310,1398,1483,1499,1571,1687,1714,1752,1784,1813,1824,1857,1869,1891,1894,1908,1915,1920,1921,1923,1936,1944,1955,1956,1970,1981,1992,1999,2007,2014
admin_1,ie,ie-so,,141,141,145,146,146,146,147,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,149,149,149,149,149,149,149,150,151,153,153,153,153,153,153,153,155,156,156,156,156,156,156,156,156,156,156,156,157,157,157,157,157,158,158,158,159,159,159,153,159,159,162,162,165,165,169,169,170,170,170,171,175,180,180,183,190,204,211,218,240,260,269,282,295,302,340,374,389,397,424,451,469,499,537,559,582,589,593,600,609,621,630,642,650,656,669,670,675,683,686,690,694,702,702,709,714,716,727,728,733,740,742,744,748,750,753,753,754,754,758,765,767,775,776,778,782,784,795,800,814,822,826,835,889,901,913,928,959,988,998,1148,1260,1310,1403,1556,1600,1643,1665,1675,1688,1712,1732,1756,1780,1807,1831,1855,1876,1901,1923,1936,1941,1947,1962,1974,2000,2015,2021,2058,2067,2073,2088,2092
admin_1,ie,ie-ta,,543,542,542,542,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,544,544,544,544,544,545,545,545,545,545,545,546,546,546,546,546,548,548,550,565,565,609,620,625,637,638,678,682,691,697,696,714,716,719,724,726,728,730,734,738,739,548,741,743,748,749,755,757,759,760,762,763,769,769,774,786,788,806,815,823,836,844,855,862,875,885,895,910,925,947,963,999,1016,1027,1038,1047,1073,1099,1116,1122,1142,1156,1160,1185,1208,1223,1234,1245,1258,1270,1277,1293,1302,1319,1330,1367,1369,1409,1415,1427,1432,1440,1440,1495,1508,1516,1540,1546,1570,1577,1590,1592,1610,1615,1620,1639,1644,1648,1651,1663,1667,1670,1682,1686,1694,1698,1770,1791,1798,1810,1835,1867,1892,1951,2146,2212,2336,2676,2794,3052,3208,3265,3302,3437,3520,3582,3652,3810,3905,3950,4044,4084,4115,4159,4202,4237,4269,4291,4331,4373,4393,4458,4471,4487,4492,4523
admin_1,ie,ie-wd,,158,158,158,158,160,160,165,165,165,165,165,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,167,167,168,168,172,175,175,181,181,187,187,189,189,189,196,197,200,204,209,211,211,213,225,227,166,253,260,280,294,302,308,321,326,326,325,328,330,330,338,340,345,348,352,353,361,372,382,395,404,408,415,440,472,500,505,519,541,548,573,620,642,658,678,682,705,716,738,739,752,768,773,790,792,809,812,816,827,838,902,920,957,963,970,991,993,995,1034,1038,1040,1047,1053,1063,1064,1083,1091,1105,1111,1117,1121,1129,1134,1132,1143,1154,1167,1184,1199,1226,1236,1284,1301,1305,1321,1347,1384,1389,1456,1681,1784,1970,2380,2893,3173,3222,3316,3482,3580,3684,3837,3966,3954,3989,4039,4140,4194,4239,4293,4307,4342,4419,4441,4497,4550,4581,4691,4729,4749,4785,4793
