region_schema,region_parent,region_child,agerange,2020-07-02,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-09,2020-08-10,2020-08-13,2020-08-16,2020-08-19,2020-08-20,2020-08-21,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-16,2020-09-17,2020-09-18,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-29,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30
admin_1,ie,ie-ld,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,1,1,1,0,1,4,1,4,-27,31,2,1,0,0,2,0,0,3,5,2,7,3,2,6,4,3,8,15,0,5,2,18,13,12,14,6,2,9,3,6,7,5,8,4
admin_1,ie,ie-lh,,0,0,3,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,1,-30,30,0,1,0,0,1,0,0,1,0,1,1,2,0,1,1,0,0,1,1,2,1,1,0,0,2,6,2,0,4,15,18,-79,93,18,5,10,5,10,12,4,8,2,16,8,12,4,18,13,13,37,7,12,2,33,18,7,5,69,56,46,25,30,17,27,25,29,8
admin_1,ie,ie-lk,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7,1,9,0,1,0,3,3,3,7,3,5,0,6,4,10,5,4,14,6,13,2,6,13,13,2,15,10,-223,234,6,10,3,5,6,0,6,6,3,6,12,31,24,42,17,15,54,34,20,39,22,75,54,46,73,27,40,45,44,25,48,32,35,5
admin_1,ie,ie-lm,,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,11,0,1,-18,21,0,0,-1,0,1,0,1,0,1,1,0,1,3,0,0,6,10,6,9,4,18,1,5,5,4,5,4,2,1,0,0,0,1,0
admin_1,ie,ie-ls,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,2,9,1,3,19,8,1,0,8,4,2,2,4,4,0,3,3,5,0,1,0,1,2,3,2,4,0,0,6,-65,73,4,5,1,0,2,1,0,0,6,0,6,28,4,11,1,15,7,8,6,4,8,13,23,21,14,19,15,19,14,12,7,11,11,6
admin_1,ie,ie-mh,,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1,1,0,2,0,-1,1,0,3,0,1,0,1,0,3,1,4,0,4,1,4,5,0,3,4,9,1,0,2,6,2,6,1,2,4,3,-89,98,10,3,1,5,11,8,6,15,3,12,9,13,5,34,20,42,72,48,37,38,102,108,80,30,221,94,97,50,62,18,69,61,49,11
admin_1,ie,ie-mn,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,13,0,0,0,0,2,3,0,1,4,0,-43,43,0,1,0,2,3,0,30,-13,5,15,1,12,2,19,15,12,25,25,21,3,15,1,17,13,38,11,23,19,5,12,6,6,12,0
admin_1,ie,ie-mo,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,1,1,0,11,-14,18,4,0,9,3,6,1,1,5,0,4,0,6,5,5,5,5,16,21,11,9,26,16,30,27,28,36,35,16,24,22,4,10,18,41
admin_1,ie,ie-oy,,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,5,0,3,23,27,11,2,-1,2,2,0,2,1,1,0,1,1,3,4,8,3,4,2,2,-68,76,0,3,3,7,3,2,4,0,6,2,5,9,6,18,6,10,11,7,8,8,0,38,25,13,18,14,7,15,2,12,6,5,14,3
admin_1,ie,ie-rn,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,8,0,0,0,0,0,0,1,0,0,1,-22,26,2,0,1,1,6,3,6,4,2,8,4,7,13,4,6,4,19,3,17,3,7,9,27,10,3,20,17,13,9,3,5,3,13,2
admin_1,ie,ie-so,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-6,6,0,0,3,0,0,1,0,0,1,4,0,7,14,7,7,20,9,13,13,7,34,15,8,27,27,18,30,22,23,7,4,7,9,12
admin_1,ie,ie-ta,,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,11,5,12,4,9,6,-1,2,3,5,2,2,2,4,1,-191,193,2,1,6,2,1,2,1,6,0,5,2,9,8,13,8,7,13,10,10,15,22,16,36,17,11,11,9,26,17,6,20,14,4,25
admin_1,ie,ie-wd,,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,2,0,0,1,3,4,5,2,0,2,2,-61,87,7,14,8,6,5,0,-1,3,2,0,2,3,4,1,8,10,13,9,4,7,32,28,5,14,22,7,25,22,16,20,4,23,11,22
admin_1,ie,ie-wh,,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1,0,0,1,2,0,0,1,2,1,6,-30,37,2,1,0,1,2,1,4,7,8,3,5,5,2,4,13,11,12,12,32,20,3,41,40,31,24,86,20,16,26,27,13,-2,26,7
admin_1,ie,ie-ww,,0,0,-1,1,1,2,3,2,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,2,1,0,3,1,1,1,2,1,3,3,0,2,-1,0,7,5,0,8,7,-70,85,2,19,7,6,6,13,5,2,1,6,15,9,8,5,6,2,7,11,11,16,20,26,32,6,12,11,11,16,11,10,13,12,9,10
admin_1,ie,ie-wx,,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,2,6,0,1,1,0,6,2,4,5,8,8,0,2,2,3,0,5,1,15,0,-81,89,6,5,3,1,0,0,3,5,5,1,2,8,4,10,14,13,23,22,34,62,28,80,35,11,51,25,19,15,16,13,4,29,4,5
